transcript_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
ENSDART00000134136,0,0,0,0,0
MSTRG.11259.3,0,0,0,17,10
ENSDART00000089108,0,0,0,0,0
ENSDART00000161386,351,238,226,353,324
ENSDART00000150075,0,0,0,0,0
ENSDART00000078695,0,0,0,0,0
MSTRG.11260.2,0,0,0,1,0
ENSDART00000133623,346,204,183,228,218
ENSDART00000161407,0,0,0,0,2
MSTRG.11261.1,520,401,457,336,331
ENSDART00000051234,7,37,4,0,14
MSTRG.11261.4,58,5,2,4,0
ENSDART00000147692,1,0,0,0,0
ENSDART00000133163,1,1,1,0,1
ENSDART00000078639,151,123,0,39,3
ENSDART00000138979,1,1,1,2,1
ENSDART00000134077,0,0,0,1,2
ENSDART00000078634,2347,1028,1271,2470,1554
ENSDART00000140804,1,0,0,0,0
ENSDART00000139927,2,0,2,1,1
ENSDART00000125178,137,752,295,715,1288
ENSDART00000178841,0,0,0,0,0
ENSDART00000143517,0,0,0,0,0
ENSDART00000187743,0,0,0,0,0
ENSDART00000137746,438,291,252,190,165
ENSDART00000010615,180,128,127,138,147
MSTRG.11266.2,0,0,0,0,3
ENSDART00000116295,0,0,0,0,0
ENSDART00000058111,48,40,28,30,28
ENSDART00000024662,340,225,198,332,284
ENSDART00000030520,0,0,0,0,0
ENSDART00000156050,0,0,0,0,0
ENSDART00000191006,182,306,274,163,232
ENSDART00000129895,594,202,205,393,283
ENSDART00000144742,0,0,0,0,0
ENSDART00000017668,600,342,316,848,756
ENSDART00000141564,1,2,0,1,1
ENSDART00000147531,0,0,0,0,0
ENSDART00000134401,0,0,0,0,0
ENSDART00000040278,127,73,88,113,128
ENSDART00000099247,0,16,24,0,0
ENSDART00000134495,0,1,0,0,0
ENSDART00000099248,167,96,99,124,101
ENSDART00000145262,0,0,0,0,0
ENSDART00000139683,0,1,1,2,4
ENSDART00000132125,1598,1092,1043,1460,1294
ENSDART00000135585,2,19,4,6,4
ENSDART00000056795,0,0,0,0,0
MSTRG.11276.3,0,0,168,190,100
ENSDART00000144837,684,356,198,317,343
ENSDART00000139769,2,1,1,1,1
ENSDART00000137361,2,1,1,1,2
ENSDART00000146836,3,1,1,1,2
ENSDART00000136937,0,0,1,43,2
ENSDART00000148010,0,0,0,0,0
ENSDART00000186929,0,0,0,0,0
ENSDART00000078412,19331,12603,11539,11362,10450
ENSDART00000131292,36,35,24,14,21
ENSDART00000141010,17,17,4,18,36
ENSDART00000120758,0,0,0,1,1
ENSDART00000146173,724,124,116,31,2
ENSDART00000178844,0,1,0,0,0
ENSDART00000117198,0,0,0,1,0
ENSDART00000139169,0,0,0,0,0
ENSDART00000181777,0,0,0,0,0
MSTRG.11279.1,18,11,9,0,4
MSTRG.11279.4,1,0,0,0,4
ENSDART00000138693,12,0,0,7,7
ENSDART00000150016,15,0,0,0,0
ENSDART00000140005,0,1,0,0,0
ENSDART00000025120,269,170,138,158,162
ENSDART00000134685,0,0,0,0,0
ENSDART00000056787,0,0,0,0,0
ENSDART00000143085,0,0,0,0,0
ENSDART00000133508,0,3,0,2,0
ENSDART00000006748,67,58,23,79,52
MSTRG.11281.2,43,15,59,28,35
ENSDART00000045056,22,13,18,20,22
MSTRG.11283.1,0,0,74,0,0
MSTRG.11283.4,0,130,0,0,0
ENSDART00000126826,125,0,46,21,183
ENSDART00000003946,671,360,362,487,280
ENSDART00000136519,2,1,2,3,2
ENSDART00000132651,0,0,0,0,0
ENSDART00000132854,0,1,2,0,0
ENSDART00000087714,624,443,381,220,236
MSTRG.11284.3,30,15,21,57,57
ENSDART00000135261,1,4,2,1,1
MSTRG.11284.5,23,15,39,10,7
MSTRG.11285.2,0,0,0,29,0
ENSDART00000145415,45,33,28,13,36
ENSDART00000037692,22,23,16,38,23
ENSDART00000157409,2,2,2,1,2
MSTRG.11286.7,0,0,0,29,0
ENSDART00000133083,0,0,0,0,0
ENSDART00000174928,294,180,258,168,260
ENSDART00000133202,33,29,27,23,18
ENSDART00000099208,240,211,69,537,404
MSTRG.11286.4,12,13,9,13,9
MSTRG.11286.5,3,4,13,7,2
MSTRG.11286.6,5,7,4,13,9
ENSDART00000142722,75,58,41,46,48
ENSDART00000137933,0,0,0,0,0
ENSDART00000010683,58,81,90,161,0
MSTRG.11287.2,93,0,0,0,130
ENSDART00000131411,15,0,0,0,14
ENSDART00000145183,0,1,1,1,2
ENSDART00000148110,35,18,25,16,24
MSTRG.11288.2,54,52,52,43,32
ENSDART00000140059,0,0,1,1,0
ENSDART00000030547,0,0,0,0,0
ENSDART00000187184,0,0,0,0,0
MSTRG.11289.1,209,151,134,156,146
MSTRG.11290.1,141,102,85,103,85
ENSDART00000099165,1,1,1,1,2
ENSDART00000185540,0,0,0,0,0
ENSDART00000182011,0,0,0,0,0
ENSDART00000141289,0,0,0,0,0
ENSDART00000137053,0,0,0,0,0
ENSDART00000087687,51,33,25,28,18
ENSDART00000187490,177,120,115,186,134
ENSDART00000145835,5,0,9,0,8
ENSDART00000137517,11,8,0,0,9
MSTRG.11294.1,0,40,82,143,0
ENSDART00000147100,0,1,5,6,0
ENSDART00000087643,49,105,95,40,13
ENSDART00000176838,230,34,0,0,148
ENSDART00000139886,104,57,57,61,81
ENSDART00000134976,43,32,23,0,12
ENSDART00000124941,0,1,0,0,0
ENSDART00000115071,204,152,134,49,63
ENSDART00000145909,3,2,2,4,3
ENSDART00000170495,10,15,11,16,5
ENSDART00000138922,0,0,0,0,0
ENSDART00000099180,19,13,14,0,0
ENSDART00000133294,0,0,0,0,0
MSTRG.11299.1,4,0,0,100,18
ENSDART00000078305,1221,840,725,972,945
ENSDART00000014568,141,96,79,119,113
ENSDART00000040555,43,32,35,30,31
ENSDART00000144826,0,0,0,0,0
ENSDART00000188261,0,0,0,0,0
ENSDART00000177402,106,48,60,63,83
MSTRG.11302.3,17,16,17,41,0
ENSDART00000126762,90,70,61,61,66
MSTRG.11304.1,17,26,13,17,12
ENSDART00000187983,421,260,289,185,224
ENSDART00000161864,10,19,5,10,3
ENSDART00000150330,0,0,0,0,0
ENSDART00000175159,0,0,0,0,0
ENSDART00000192645,0,0,0,0,0
ENSDART00000150633,0,0,0,0,0
ENSDART00000121623,121,83,80,110,81
ENSDART00000182253,11,13,13,15,13
ENSDART00000128193,63,45,51,23,20
ENSDART00000109561,0,0,0,0,0
ENSDART00000077720,24,16,23,10,0
ENSDART00000137542,8,0,0,0,0
ENSDART00000019555,12,4,7,10,8
ENSDART00000146176,0,0,0,0,0
ENSDART00000020367,56,35,27,23,27
ENSDART00000154703,0,0,0,0,0
MSTRG.11311.2,0,0,0,48,0
ENSDART00000131506,232,211,175,44,115
ENSDART00000013638,266,133,166,260,223
ENSDART00000194757,0,0,0,0,0
ENSDART00000188170,0,0,0,0,0
ENSDART00000020456,213,137,117,204,192
MSTRG.11313.1,41,24,24,20,19
MSTRG.11314.1,116,77,59,63,56
ENSDART00000165272,0,0,0,0,0
ENSDART00000190178,45,33,70,0,131
ENSDART00000164657,306,193,149,133,18
ENSDART00000157410,4,0,1,1,0
ENSDART00000169614,82,45,41,26,23
ENSDART00000078232,169,86,88,100,101
ENSDART00000138733,54,45,38,32,25
ENSDART00000099157,0,0,3,2,1
ENSDART00000025562,0,0,0,0,0
ENSDART00000168957,167,107,79,111,93
ENSDART00000184362,1,1,1,1,1
MSTRG.11320.2,0,0,0,97,0
ENSDART00000013411,653,402,333,272,242
ENSDART00000138073,5,4,0,0,80
ENSDART00000181774,94,67,62,55,43
ENSDART00000131271,1,0,3,0,6
MSTRG.11321.3,5,0,0,0,0
ENSDART00000021987,25,11,16,30,24
ENSDART00000110595,0,0,4,0,0
ENSDART00000142057,0,0,0,0,0
ENSDART00000141666,17,9,9,8,14
ENSDART00000136429,0,0,0,0,0
ENSDART00000131376,0,0,0,0,0
MSTRG.11324.4,0,0,21,0,0
ENSDART00000139247,0,0,0,0,0
ENSDART00000056750,236,99,117,94,97
MSTRG.11324.2,3,0,0,0,0
ENSDART00000135918,5,4,3,0,0
MSTRG.11324.5,35,63,0,23,26
MSTRG.11324.8,60,35,45,25,32
ENSDART00000031130,0,0,0,0,0
ENSDART00000144672,0,0,0,0,0
ENSDART00000158844,229,142,120,149,151
ENSDART00000056748,63,27,23,36,34
ENSDART00000151906,0,0,0,0,0
ENSDART00000138050,0,0,0,0,4
ENSDART00000141026,0,0,0,0,0
ENSDART00000139566,0,0,0,0,0
ENSDART00000151848,0,0,0,0,0
ENSDART00000151841,0,0,0,0,0
ENSDART00000163350,6,14,8,6,38
ENSDART00000020792,95,80,68,75,40
ENSDART00000146968,3,2,1,0,0
ENSDART00000154487,0,0,0,0,0
ENSDART00000056747,72,52,45,25,40
ENSDART00000185119,30,50,54,76,46
ENSDART00000019417,283,209,172,276,251
ENSDART00000141906,50,22,39,24,24
MSTRG.11333.1,38,31,28,23,27
MSTRG.11335.1,0,79,69,134,122
ENSDART00000190947,0,0,0,0,0
ENSDART00000129365,295,85,86,0,0
ENSDART00000130344,5,4,2,7,6
ENSDART00000019149,20189,11858,11062,10385,9428
ENSDART00000132954,2,5,41,3,3
ENSDART00000115725,2,0,1,0,0
ENSDART00000004903,62,47,47,62,74
ENSDART00000130142,65,47,53,62,57
ENSDART00000124153,0,0,0,0,0
ENSDART00000141665,0,0,0,0,0
ENSDART00000184144,39,87,23,16,17
ENSDART00000142575,337,178,218,419,390
ENSDART00000175071,4,4,5,5,4
ENSDART00000121543,1,3,3,1,1
ENSDART00000109160,23,38,33,34,28
ENSDART00000135171,22,3,12,6,10
ENSDART00000194783,0,0,0,0,0
ENSDART00000172756,0,0,0,0,0
ENSDART00000099078,559,343,338,328,561
ENSDART00000185422,1136,526,514,925,552
ENSDART00000144399,53,22,22,45,57
ENSDART00000142137,0,0,0,0,0
ENSDART00000179564,17,7,10,0,0
MSTRG.11343.2,0,0,19,0,0
ENSDART00000129542,233,129,89,55,63
ENSDART00000139871,182,102,105,119,110
ENSDART00000113193,22,22,15,11,20
ENSDART00000181432,0,0,0,0,0
ENSDART00000188404,0,0,0,0,0
ENSDART00000092356,22,17,13,19,21
ENSDART00000138863,0,0,10,32,0
ENSDART00000041378,12,0,0,0,15
ENSDART00000125933,41,31,22,0,0
ENSDART00000137048,0,0,0,0,0
ENSDART00000145732,737,368,494,204,638
MSTRG.11348.2,2,110,0,612,167
ENSDART00000193747,0,0,0,0,0
ENSDART00000146518,25,15,11,0,0
MSTRG.11350.9,0,0,1,4,0
ENSDART00000090292,228,327,197,433,430
MSTRG.11350.2,59,12,5,9,18
MSTRG.11350.3,155,7,0,0,0
MSTRG.11350.4,37,0,134,19,0
ENSDART00000087270,9,0,0,0,0
MSTRG.11350.6,48,0,0,0,0
ENSDART00000142500,3,5,2,6,8
ENSDART00000145405,1,4,0,0,1
ENSDART00000143816,0,0,0,0,0
MSTRG.11352.3,0,3,0,0,0
ENSDART00000128982,0,0,7,0,0
ENSDART00000132389,11,0,0,0,0
ENSDART00000099052,22,20,14,0,7
ENSDART00000133769,0,10,6,0,0
ENSDART00000186387,0,0,0,5,0
ENSDART00000101861,468,297,307,388,318
ENSDART00000147355,0,0,0,1,0
ENSDART00000182523,93,83,65,115,91
ENSDART00000056735,4,1,1,15,8
ENSDART00000131230,18,5,10,11,8
ENSDART00000138122,0,0,0,0,0
ENSDART00000189233,0,0,1,0,0
ENSDART00000019029,560,373,475,547,692
ENSDART00000145681,569,292,179,226,18
ENSDART00000139697,1,3,2,1,1
ENSDART00000009326,38,21,25,25,22
ENSDART00000182303,0,0,0,0,0
ENSDART00000132645,71,52,37,22,16
ENSDART00000017144,121,108,69,121,103
MSTRG.11359.1,0,93,0,101,81
ENSDART00000188653,18,16,11,11,24
ENSDART00000141669,339,117,210,115,104
MSTRG.11360.1,1517,749,863,874,818
MSTRG.11360.2,1357,690,568,693,804
MSTRG.11360.3,1135,507,426,430,221
ENSDART00000137012,1464,678,739,812,790
ENSDART00000132450,1,1,1,1,1
ENSDART00000149721,2,2,2,3,3
ENSDART00000149923,2,3,3,3,2
ENSDART00000131606,1,1,1,1,1
ENSDART00000141575,0,0,0,1,0
MSTRG.11361.1,683,466,408,497,504
MSTRG.11361.3,35,7,48,2,5
ENSDART00000085242,14,19,16,42,0
ENSDART00000087026,210,111,97,143,139
ENSDART00000148157,4,2,1,1,1
ENSDART00000140841,22,0,14,17,0
ENSDART00000143794,0,0,0,0,0
ENSDART00000144946,0,3,3,0,0
ENSDART00000129349,0,0,0,0,0
ENSDART00000125746,0,0,0,0,0
ENSDART00000191992,47,210,13,38,58
ENSDART00000190723,17,12,19,14,4
ENSDART00000034784,457,171,262,257,204
ENSDART00000060812,40,29,86,65,55
ENSDART00000027090,765,468,411,528,403
ENSDART00000178066,20,48,58,19,128
ENSDART00000098988,178,111,80,14,23
MSTRG.11365.2,38,20,44,22,0
MSTRG.11366.2,0,0,0,205,47
MSTRG.11366.3,0,0,0,0,54
ENSDART00000086863,0,0,0,0,0
MSTRG.11366.1,625,341,323,190,250
ENSDART00000142727,0,0,0,0,0
ENSDART00000141170,495,296,264,406,386
ENSDART00000136360,16,8,0,0,6
ENSDART00000049219,0,0,0,0,0
ENSDART00000123495,0,0,0,0,0
ENSDART00000140523,0,0,0,0,0
ENSDART00000148244,0,0,0,0,0
MSTRG.11369.1,18,0,0,10,44
ENSDART00000130722,39,59,51,83,54
MSTRG.11369.5,52,0,0,0,0
ENSDART00000146362,4,0,0,0,0
ENSDART00000056686,104,71,79,27,32
MSTRG.11371.1,15,10,0,0,4
MSTRG.11372.1,8,0,0,0,0
MSTRG.11373.1,4,0,0,0,0
MSTRG.11374.1,8,0,0,0,0
MSTRG.11375.1,6,5,0,0,0
MSTRG.11376.1,5,2,0,0,0
ENSDART00000190546,0,0,0,0,8
ENSDART00000139039,0,0,0,0,0
ENSDART00000143532,0,0,0,0,0
ENSDART00000147041,0,0,0,0,0
ENSDART00000147142,0,0,0,0,0
ENSDART00000137674,0,0,0,0,0
ENSDART00000137054,0,0,0,0,0
ENSDART00000141780,0,0,0,0,0
ENSDART00000146427,0,0,0,0,0
ENSDART00000131507,0,0,0,0,0
ENSDART00000145662,0,0,0,0,0
ENSDART00000111038,0,0,0,0,0
ENSDART00000181311,0,0,0,0,0
MSTRG.11380.3,0,0,0,6,0
MSTRG.11378.4,0,0,0,0,5
ENSDART00000135668,0,0,0,0,3
ENSDART00000144383,0,0,0,0,0
ENSDART00000132955,0,0,1,0,0
ENSDART00000162181,23,11,14,0,0
ENSDART00000111810,144,97,94,145,126
ENSDART00000145505,2,0,1,1,1
ENSDART00000135411,23,13,24,38,48
ENSDART00000143914,74,55,39,7,0
ENSDART00000145446,8,7,0,0,0
ENSDART00000126177,0,0,0,0,0
ENSDART00000175525,0,0,0,3,0
ENSDART00000113498,0,0,0,1,0
ENSDART00000142366,0,0,0,0,0
ENSDART00000056679,11,0,0,0,0
ENSDART00000189763,116,67,71,46,36
ENSDART00000130903,0,0,0,20,0
ENSDART00000192498,0,5,0,0,0
MSTRG.11383.1,14,9,16,0,18
ENSDART00000114928,7466,4694,4292,4893,4490
ENSDART00000170880,0,0,0,0,0
ENSDART00000180662,47,40,27,23,24
ENSDART00000112763,16,0,9,0,6
ENSDART00000165023,3,0,3,0,0
ENSDART00000086646,66,31,30,52,45
ENSDART00000086608,485,264,262,367,323
ENSDART00000109460,135,90,73,150,137
ENSDART00000066788,85,58,46,70,48
ENSDART00000066789,118,89,82,120,104
ENSDART00000159824,0,0,0,0,0
ENSDART00000172037,0,0,0,0,0
ENSDART00000192492,0,0,0,0,0
MSTRG.11393.7,0,5,14,0,0
MSTRG.11393.1,587,241,264,410,395
ENSDART00000027689,22,6,7,5,0
ENSDART00000169484,7,177,167,24,0
MSTRG.11393.5,237,135,62,37,27
ENSDART00000158051,9,7,5,3,1
ENSDART00000138684,0,0,0,0,0
ENSDART00000137921,0,0,0,0,0
ENSDART00000132113,0,0,0,0,0
ENSDART00000138965,0,0,0,0,0
ENSDART00000133182,8,6,0,0,0
ENSDART00000146758,61,43,45,65,46
ENSDART00000192611,265,0,0,0,0
ENSDART00000012413,21,199,178,352,338
ENSDART00000135040,0,0,0,0,79
ENSDART00000005143,335,230,194,212,126
ENSDART00000140776,0,0,0,0,13
ENSDART00000142332,3,0,0,0,0
ENSDART00000056621,0,0,0,0,0
ENSDART00000141418,0,0,0,0,0
ENSDART00000146452,0,0,0,0,0
ENSDART00000039717,204,76,120,106,80
ENSDART00000133591,2,4,4,3,2
ENSDART00000145648,36,48,29,22,29
ENSDART00000145704,2,16,0,7,11
MSTRG.11398.2,0,0,0,0,3
ENSDART00000144870,0,0,30,25,27
ENSDART00000179284,0,0,0,0,0
ENSDART00000169316,625,419,338,363,424
ENSDART00000077151,42,0,0,123,34
MSTRG.11398.5,50,23,4,4,5
ENSDART00000143348,1,1,1,1,0
ENSDART00000182942,0,0,0,0,0
ENSDART00000056634,0,3,4,2,4
ENSDART00000141757,0,0,0,0,0
ENSDART00000146862,0,0,0,0,4
ENSDART00000148202,0,0,0,0,0
MSTRG.11400.16,0,0,6,0,0
MSTRG.11400.17,0,0,0,2,2
ENSDART00000131408,0,0,0,0,0
MSTRG.11400.1,353,261,170,579,510
MSTRG.11400.4,13,0,93,115,104
MSTRG.11400.5,46,10,0,78,79
ENSDART00000137445,5,4,3,19,15
MSTRG.11400.7,19,0,0,13,26
MSTRG.11400.8,7,10,0,9,0
ENSDART00000144758,2,6,7,1,0
ENSDART00000131686,2,7,7,5,2
MSTRG.11400.11,4,17,0,0,0
ENSDART00000136758,2,3,0,0,0
ENSDART00000145575,9,2,4,0,1
ENSDART00000132792,0,0,0,0,0
ENSDART00000041319,219,119,98,145,109
MSTRG.11401.2,2,0,0,0,6
MSTRG.11402.2,0,0,10,46,0
ENSDART00000110821,69,49,44,36,80
ENSDART00000132099,10,6,2,3,5
ENSDART00000139215,14,0,0,0,14
MSTRG.11403.1,29,20,19,35,35
MSTRG.11404.1,142,112,116,141,127
MSTRG.11405.1,26,17,25,20,12
ENSDART00000181309,0,0,0,0,0
ENSDART00000141884,0,0,0,0,0
ENSDART00000056639,145,132,172,94,141
MSTRG.11406.2,112,0,0,71,0
ENSDART00000056640,362,241,197,672,661
ENSDART00000170674,35,0,63,44,29
MSTRG.11408.1,12,15,11,8,8
ENSDART00000137531,0,13,0,17,0
ENSDART00000056641,0,0,0,0,0
ENSDART00000140026,146,131,140,123,150
MSTRG.11409.4,48,0,0,0,15
MSTRG.11409.5,29,0,0,49,0
MSTRG.11409.6,13,0,0,0,8
ENSDART00000145603,2,8,0,3,0
ENSDART00000056642,329,214,176,303,298
ENSDART00000184752,360,232,200,301,285
ENSDART00000134125,102,51,66,69,66
ENSDART00000112797,0,0,0,0,0
ENSDART00000143700,18,0,12,0,0
ENSDART00000145432,0,0,0,0,0
ENSDART00000136353,63,47,44,0,28
ENSDART00000112452,60,59,59,0,28
ENSDART00000190450,0,0,196,24,1
ENSDART00000192586,0,84,1,82,38
MSTRG.11415.1,0,0,0,4,0
MSTRG.11415.11,0,0,0,7,20
ENSDART00000134539,0,0,0,0,0
ENSDART00000133311,0,0,0,3,4
ENSDART00000138371,0,0,0,3,4
ENSDART00000118996,0,0,1,2,0
ENSDART00000121229,0,1,0,2,0
ENSDART00000135293,0,0,0,0,0
ENSDART00000041146,0,0,0,0,0
MSTRG.11418.6,0,0,0,23,0
ENSDART00000142948,0,0,0,0,0
ENSDART00000147720,0,0,0,0,0
ENSDART00000056645,18,0,0,4,131
ENSDART00000191410,14,165,1,46,80
MSTRG.11415.6,6,3,1,7,17
ENSDART00000144613,139,0,0,53,7
MSTRG.11415.7,148,163,13,155,219
MSTRG.11415.10,279,0,124,36,0
MSTRG.11415.9,21,0,1,117,0
ENSDART00000133660,7,12,0,3,2
ENSDART00000137616,2,1,0,3,1
ENSDART00000129931,9,0,8,22,16
ENSDART00000145810,6,16,5,12,0
ENSDART00000139179,62,6,46,8,22
ENSDART00000145718,11,7,7,14,23
ENSDART00000131823,6,4,4,5,4
MSTRG.11417.1,90,55,49,60,53
MSTRG.11418.1,317,221,215,217,207
ENSDART00000147381,2,0,0,0,2
ENSDART00000141456,1,0,3,0,1
ENSDART00000022909,124,76,85,130,119
ENSDART00000131453,0,0,0,0,0
MSTRG.11421.1,20,12,11,14,0
ENSDART00000004712,790,280,216,33,52
ENSDART00000178951,482,321,365,600,529
MSTRG.11422.2,190,200,173,37,48
ENSDART00000082250,18952,12304,11687,4789,4325
ENSDART00000147832,28,21,20,9,9
ENSDART00000077511,18,11,0,11,0
ENSDART00000180409,0,0,0,0,0
MSTRG.11424.1,40,28,31,25,27
ENSDART00000098834,339,250,210,194,205
ENSDART00000132191,0,0,0,0,0
ENSDART00000143127,48,25,33,28,24
MSTRG.11427.1,203,55,64,142,123
ENSDART00000132767,1,0,5,0,0
ENSDART00000018501,12,74,40,12,13
ENSDART00000056649,72,48,39,75,53
ENSDART00000177902,0,0,0,0,0
ENSDART00000180008,0,0,0,0,0
ENSDART00000134651,0,0,0,0,0
ENSDART00000143879,0,0,0,0,0
ENSDART00000139295,0,3,0,2,0
ENSDART00000153813,12,10,8,7,6
ENSDART00000187903,33,15,17,32,28
MSTRG.11429.1,14,30,26,0,0
MSTRG.11429.6,64,0,0,60,94
MSTRG.11429.7,2,12,4,15,3
ENSDART00000145588,1,1,1,1,3
MSTRG.11429.10,78,72,59,61,58
ENSDART00000136330,2,1,1,3,2
MSTRG.11429.13,71,0,48,0,35
MSTRG.11429.12,54,42,34,60,61
ENSDART00000086340,97,58,43,83,37
ENSDART00000133506,0,0,0,0,0
ENSDART00000056655,78,56,42,63,58
ENSDART00000137207,0,3,3,4,4
ENSDART00000098831,0,0,0,0,0
ENSDART00000183068,0,0,0,2,0
ENSDART00000134024,0,0,0,0,0
ENSDART00000132221,0,0,0,0,0
ENSDART00000126135,494,323,317,349,374
ENSDART00000077462,747,519,500,600,509
ENSDART00000056656,8,7,0,7,0
ENSDART00000056657,323,175,208,89,96
MSTRG.11434.1,55,39,31,15,13
MSTRG.11435.1,34,18,16,13,15
MSTRG.11436.3,0,0,0,13,0
ENSDART00000162852,0,0,0,0,0
ENSDART00000119314,0,0,0,0,0
ENSDART00000182842,0,0,0,0,0
ENSDART00000184234,0,0,0,0,0
ENSDART00000137669,0,0,1,0,0
ENSDART00000114663,66,24,43,32,32
ENSDART00000141192,15,29,14,0,9
MSTRG.11440.1,175,138,122,134,122
ENSDART00000147439,659,494,469,584,510
ENSDART00000139067,1,0,0,0,0
ENSDART00000139193,0,0,0,0,0
ENSDART00000134187,0,0,0,0,0
ENSDART00000124647,5,0,0,0,0
ENSDART00000117445,0,0,0,0,0
ENSDART00000109849,0,0,8,0,0
ENSDART00000135884,0,0,0,0,0
ENSDART00000139578,0,0,0,0,0
ENSDART00000118258,1,0,0,0,0
ENSDART00000111430,167,103,100,100,96
ENSDART00000140910,0,0,0,0,0
MSTRG.11443.1,86,52,51,77,62
ENSDART00000077304,766,432,381,628,578
ENSDART00000132274,0,0,0,0,0
ENSDART00000184618,212,135,21,14,160
ENSDART00000020786,19,11,118,140,0
ENSDART00000146624,0,0,0,0,0
ENSDART00000056666,219,138,141,171,154
ENSDART00000133381,0,0,0,0,0
ENSDART00000056667,33,22,21,31,23
ENSDART00000137170,88,50,49,29,39
ENSDART00000133224,0,9,14,13,0
MSTRG.11449.3,0,0,0,0,6
MSTRG.11449.4,0,0,0,0,10
ENSDART00000056671,155,100,96,109,108
ENSDART00000145451,0,0,0,0,0
ENSDART00000134926,0,0,0,0,0
ENSDART00000141796,0,0,0,0,0
ENSDART00000077216,386,282,234,267,264
MSTRG.11450.2,6,0,0,0,52
MSTRG.11450.3,42,28,68,19,0
ENSDART00000111730,178,117,95,66,67
ENSDART00000113609,195,120,142,199,180
ENSDART00000140544,2,2,0,0,0
ENSDART00000141066,1,4,3,2,2
ENSDART00000179804,5,75,56,141,51
ENSDART00000015827,333,154,154,0,70
MSTRG.11453.3,5,2,0,0,0
ENSDART00000143787,1,0,0,0,0
ENSDART00000142984,0,0,0,0,0
ENSDART00000131248,32,25,23,11,8
ENSDART00000136312,0,0,0,0,0
ENSDART00000077178,2748,1431,1388,1887,2066
ENSDART00000029006,340,224,173,330,263
ENSDART00000125298,647,389,324,475,291
ENSDART00000155454,1,3,1,1,4
ENSDART00000098736,186,126,117,143,116
ENSDART00000098734,155,122,99,75,68
ENSDART00000133018,0,0,0,0,0
ENSDART00000147278,288,198,170,289,274
ENSDART00000148255,0,0,0,0,0
ENSDART00000002094,0,0,0,0,0
ENSDART00000137384,0,2,4,0,1
MSTRG.11463.3,0,242,0,0,258
MSTRG.11463.5,0,25,0,0,25
MSTRG.11463.6,0,1,12,0,2
ENSDART00000179366,0,0,0,0,0
ENSDART00000135843,11,0,8,0,0
ENSDART00000147493,1,0,0,0,0
ENSDART00000052666,448,38,201,324,52
ENSDART00000113489,6,0,0,5,0
MSTRG.11463.7,5,0,54,0,0
MSTRG.11465.1,112,78,89,0,84
ENSDART00000134918,579,387,335,469,350
MSTRG.11465.3,40,3,4,21,10
ENSDART00000004277,2282,1337,1288,1590,1492
MSTRG.11467.1,116,89,79,120,103
ENSDART00000162960,0,0,0,2,0
ENSDART00000170845,10,0,6,7,6
ENSDART00000161837,0,0,0,0,0
ENSDART00000158276,0,0,0,0,0
ENSDART00000098706,23,11,0,0,0
ENSDART00000003550,415,257,245,291,268
ENSDART00000085976,1095,719,672,1008,948
ENSDART00000171680,39,19,39,44,44
ENSDART00000168385,1,0,0,0,0
ENSDART00000171098,0,0,0,0,0
ENSDART00000163189,0,0,0,0,0
ENSDART00000161694,0,0,1,1,0
ENSDART00000190038,0,0,0,0,0
ENSDART00000190235,0,0,0,0,0
ENSDART00000167303,0,0,0,0,0
ENSDART00000183757,0,0,0,0,0
ENSDART00000185019,0,0,0,0,0
ENSDART00000171914,0,0,0,0,0
ENSDART00000191731,0,0,0,0,0
ENSDART00000185656,0,0,0,0,0
ENSDART00000161763,0,0,0,0,0
ENSDART00000192804,0,0,0,0,0
ENSDART00000171681,0,0,0,0,0
ENSDART00000181827,0,0,0,0,0
ENSDART00000193555,0,0,0,0,0
ENSDART00000164120,0,0,0,0,0
ENSDART00000182863,0,0,0,0,0
ENSDART00000158978,0,5,3,0,0
ENSDART00000159628,0,0,0,0,0
ENSDART00000193441,0,0,0,0,0
ENSDART00000190928,0,0,0,0,0
ENSDART00000161136,0,0,0,0,0
ENSDART00000161571,0,0,0,0,0
ENSDART00000166828,0,0,0,0,0
ENSDART00000166020,0,0,0,0,0
ENSDART00000160505,0,0,0,0,0
ENSDART00000182846,0,0,0,0,0
ENSDART00000162921,0,0,0,0,0
ENSDART00000180943,0,0,0,0,0
ENSDART00000159055,0,0,0,0,0
ENSDART00000113547,0,0,0,0,0
ENSDART00000193507,0,0,0,0,0
ENSDART00000159011,0,0,0,0,0
ENSDART00000168126,0,0,0,0,0
ENSDART00000164894,0,0,0,0,0
ENSDART00000170860,0,0,0,0,0
ENSDART00000162352,0,0,0,0,0
ENSDART00000169607,0,0,0,0,0
ENSDART00000165172,0,0,0,0,0
ENSDART00000161690,0,0,0,0,0
ENSDART00000190775,0,0,0,0,0
ENSDART00000159092,0,0,0,0,0
ENSDART00000184586,0,0,0,0,0
ENSDART00000170926,0,0,0,0,0
ENSDART00000159473,0,0,0,0,0
ENSDART00000167581,0,0,0,0,0
ENSDART00000186681,0,0,0,0,0
ENSDART00000187002,0,0,0,0,0
ENSDART00000192441,0,0,0,0,0
ENSDART00000166454,0,0,0,0,0
ENSDART00000162187,0,0,0,0,0
ENSDART00000159979,0,0,0,0,0
ENSDART00000171126,0,0,0,0,0
ENSDART00000170206,0,0,0,0,0
