transcript_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
MSTRG.5932.5,421,56,76,359,437
ENSDART00000156012,315,135,210,142,116
MSTRG.5933.2,5,132,4,0,0
ENSDART00000180551,0,0,0,11,9
ENSDART00000157223,0,3,0,0,0
ENSDART00000101992,21,15,14,0,0
ENSDART00000062856,183,106,90,142,128
ENSDART00000062852,0,0,0,0,0
ENSDART00000142995,321,235,209,229,237
MSTRG.5937.1,81,64,61,55,56
ENSDART00000156458,0,0,0,0,0
MSTRG.5938.2,0,0,8,0,10
ENSDART00000092809,98,61,53,65,39
ENSDART00000155402,0,0,0,0,3
ENSDART00000183423,0,0,0,0,0
ENSDART00000010350,0,0,0,0,0
MSTRG.5939.1,7,0,4,21,14
ENSDART00000101937,49,42,30,44,45
ENSDART00000133527,1,0,0,0,0
ENSDART00000132963,0,0,0,0,0
ENSDART00000138003,1,0,1,1,0
ENSDART00000174081,1,0,0,0,0
ENSDART00000110420,0,0,0,0,0
ENSDART00000123839,121,69,68,84,79
ENSDART00000130297,0,7,10,0,0
MSTRG.5942.2,0,0,0,0,5
ENSDART00000099520,16,11,15,0,5
ENSDART00000114410,0,0,0,0,0
ENSDART00000143726,0,0,0,0,0
ENSDART00000176446,214,141,117,119,93
ENSDART00000158034,0,6,2,5,0
ENSDART00000148193,0,0,0,1,0
ENSDART00000109599,0,0,0,0,0
ENSDART00000190332,204,112,124,121,119
ENSDART00000183563,0,0,0,0,0
ENSDART00000045985,43,19,24,37,36
ENSDART00000163555,0,0,0,4,0
ENSDART00000082388,232,147,135,185,176
ENSDART00000158612,0,0,0,0,8
ENSDART00000171528,130,225,211,311,292
ENSDART00000142334,374,27,32,282,288
ENSDART00000135442,14,21,25,15,8
MSTRG.5948.4,18,7,10,7,20
ENSDART00000146815,7,6,8,5,8
ENSDART00000102459,1763,812,899,425,483
ENSDART00000181607,0,0,0,0,0
ENSDART00000182858,0,0,0,0,0
ENSDART00000154812,290,185,156,230,200
ENSDART00000155252,1442,1062,981,1538,1418
ENSDART00000155156,7,9,7,1,0
ENSDART00000153671,3,1,2,7,3
ENSDART00000155971,2,3,3,5,0
ENSDART00000114134,61,49,51,30,25
ENSDART00000152520,0,0,0,0,0
ENSDART00000145827,0,0,0,0,0
MSTRG.5954.1,209,215,102,114,88
ENSDART00000121529,4,3,4,0,2
MSTRG.5954.5,125,16,66,42,59
MSTRG.5954.7,16,0,15,4,0
MSTRG.5954.6,3,2,0,28,0
MSTRG.5954.8,0,0,0,33,52
MSTRG.5954.9,26,0,21,7,0
MSTRG.5955.1,55,31,29,18,16
ENSDART00000126886,0,0,0,0,0
ENSDART00000189618,0,11,7,0,10
MSTRG.5956.1,81,55,43,55,45
MSTRG.5957.1,15,0,0,0,0
ENSDART00000185154,0,0,0,0,0
ENSDART00000184937,0,0,0,0,0
ENSDART00000188293,0,0,0,0,0
MSTRG.5958.1,328,203,173,163,163
ENSDART00000098038,0,0,0,346,0
ENSDART00000148350,422,341,266,44,424
MSTRG.5959.2,303,133,158,264,189
ENSDART00000157250,0,0,0,0,0
ENSDART00000065824,0,0,0,0,0
MSTRG.5960.4,0,0,0,9,0
MSTRG.5961.1,0,125,100,0,0
ENSDART00000120374,0,0,0,0,0
MSTRG.5960.1,151,102,92,98,102
ENSDART00000152725,143,21,40,0,0
ENSDART00000002922,88,0,0,47,49
ENSDART00000157678,0,0,0,0,0
ENSDART00000160136,0,0,0,0,0
MSTRG.5963.4,0,0,0,0,4
ENSDART00000192813,1529,1036,898,1262,1116
ENSDART00000051895,89,65,52,49,51
ENSDART00000170011,0,0,16,27,26
ENSDART00000152653,44,25,0,0,0
MSTRG.5966.1,9,0,0,0,0
ENSDART00000013278,323,236,197,150,125
MSTRG.5967.1,9,0,0,0,0
MSTRG.5968.1,18,5,6,0,6
ENSDART00000018945,0,0,0,0,0
MSTRG.5969.3,0,0,21,0,0
ENSDART00000153815,0,0,0,0,0
ENSDART00000155128,204,134,90,157,159
ENSDART00000167723,0,0,0,0,0
ENSDART00000166330,0,0,0,0,0
ENSDART00000019330,123,92,80,62,52
ENSDART00000159850,0,0,0,0,0
ENSDART00000165487,0,0,0,0,3
ENSDART00000027657,103,69,68,109,94
ENSDART00000167815,4,0,0,0,0
ENSDART00000169944,51,0,0,50,0
ENSDART00000168943,1,41,34,1,35
ENSDART00000158474,3,0,0,1,13
ENSDART00000149800,0,8,11,12,11
ENSDART00000061828,28,0,0,0,0
ENSDART00000155268,0,0,0,44,61
ENSDART00000114560,0,0,0,0,0
MSTRG.5974.2,255,172,169,198,176
MSTRG.5974.4,1,4,0,6,1
ENSDART00000101578,0,0,9,0,0
MSTRG.5975.2,31,16,6,8,8
ENSDART00000109394,45,20,23,23,12
MSTRG.5977.2,0,0,5,0,0
ENSDART00000182568,0,0,0,0,0
ENSDART00000161613,166,112,106,134,135
ENSDART00000165898,0,0,0,0,0
ENSDART00000173092,0,0,162,0,0
MSTRG.5978.1,266,201,43,172,144
MSTRG.5979.1,70,56,11,40,12
ENSDART00000090790,15,18,2,0,2
ENSDART00000193701,5,0,0,0,0
MSTRG.5979.4,16,4,49,9,34
ENSDART00000156663,0,1,0,0,3
ENSDART00000190714,0,0,0,0,0
ENSDART00000155381,162,68,73,107,85
ENSDART00000101463,4,3,10,7,16
ENSDART00000156442,147,95,85,64,50
ENSDART00000077660,38,18,10,6,22
ENSDART00000061351,212,175,130,137,34
MSTRG.5982.2,10,0,21,10,0
MSTRG.5982.3,25,0,0,0,55
MSTRG.5982.4,17,0,0,0,39
ENSDART00000143880,1,0,4,0,1
ENSDART00000137552,16,18,20,14,0
ENSDART00000152603,0,70,0,73,0
ENSDART00000190066,113,0,65,14,85
MSTRG.5985.1,12,5,7,10,16
ENSDART00000147086,81,55,61,83,76
ENSDART00000140213,44,86,76,87,91
ENSDART00000186289,104,2,8,10,0
ENSDART00000178860,0,0,0,0,0
ENSDART00000183261,0,0,0,0,0
ENSDART00000153807,0,0,0,0,0
ENSDART00000090675,48,65,358,103,326
ENSDART00000154171,750,476,112,609,313
ENSDART00000033871,868,541,511,765,690
ENSDART00000008273,133,90,59,68,81
ENSDART00000192816,15,5,29,48,22
ENSDART00000138391,1,1,1,1,3
ENSDART00000126708,473,278,274,294,251
MSTRG.5995.1,46,25,25,44,50
MSTRG.5996.2,0,0,83,160,104
ENSDART00000188174,0,0,0,0,0
ENSDART00000124998,324,142,63,94,165
MSTRG.5996.3,44,50,27,52,36
ENSDART00000012039,105,70,82,137,132
ENSDART00000154463,51,10,0,23,25
ENSDART00000156306,0,23,24,17,0
ENSDART00000193889,29,0,0,0,16
ENSDART00000187901,0,0,0,0,0
ENSDART00000172114,1178,818,768,912,810
ENSDART00000133588,0,0,0,0,0
ENSDART00000140009,0,0,3,2,0
ENSDART00000159676,0,0,0,0,0
ENSDART00000155717,10,0,0,0,0
ENSDART00000055554,437,265,239,174,171
ENSDART00000142627,2,3,3,3,2
ENSDART00000033411,198,115,106,155,141
MSTRG.6005.2,0,0,0,29,29
ENSDART00000144381,273,171,176,145,153
MSTRG.6006.1,39,23,13,16,17
ENSDART00000189045,0,0,0,0,0
ENSDART00000188807,0,0,0,0,0
ENSDART00000158379,0,0,0,0,0
ENSDART00000122117,277,222,202,216,217
ENSDART00000177158,3,0,0,0,0
MSTRG.6007.4,2,0,0,0,0
MSTRG.6010.1,0,0,0,0,82
ENSDART00000160028,0,0,0,0,0
ENSDART00000169912,119,71,70,93,27
ENSDART00000170354,7,0,7,0,5
ENSDART00000171214,38,27,15,21,17
ENSDART00000162133,0,8,8,0,0
ENSDART00000192444,0,0,0,0,0
ENSDART00000192971,0,0,0,0,0
ENSDART00000171013,0,0,0,0,0
MSTRG.6013.8,0,0,0,8,0
ENSDART00000175901,0,0,0,0,0
MSTRG.6013.9,0,0,2,0,0
ENSDART00000158958,0,0,0,0,0
ENSDART00000175825,582,370,363,327,284
ENSDART00000165668,11,0,0,0,16
ENSDART00000185071,2,0,0,0,0
ENSDART00000194927,0,0,0,0,0
ENSDART00000156409,0,0,0,0,0
ENSDART00000083367,113,56,62,40,41
MSTRG.6017.1,43,33,30,54,42
MSTRG.6018.1,36,43,31,39,34
MSTRG.6019.2,0,0,0,73,0
ENSDART00000055220,140,93,105,31,91
ENSDART00000168688,554,356,352,430,431
ENSDART00000188716,0,0,0,0,0
ENSDART00000161649,648,394,406,719,663
ENSDART00000161445,0,0,0,0,0
MSTRG.6022.2,85,31,58,33,46
ENSDART00000180160,18,39,11,26,6
ENSDART00000168233,68,39,30,70,56
ENSDART00000163844,14,0,0,8,7
ENSDART00000193630,0,0,0,0,0
MSTRG.6024.1,575,285,233,401,403
ENSDART00000161930,112,175,179,94,25
MSTRG.6025.1,94,74,56,88,72
ENSDART00000167671,0,0,0,0,0
MSTRG.6026.1,146,67,64,63,67
ENSDART00000127248,1,3,2,3,2
ENSDART00000190042,158,143,124,90,103
ENSDART00000163255,0,0,0,0,0
ENSDART00000164163,11,6,9,2,0
ENSDART00000160286,2,2,4,3,0
ENSDART00000168715,0,45,40,111,116
ENSDART00000160427,0,0,0,0,0
ENSDART00000187403,46,0,0,0,0
ENSDART00000176178,123,75,64,59,53
ENSDART00000159879,0,0,0,0,0
ENSDART00000165159,0,0,0,0,0
MSTRG.6029.1,38,28,28,47,29
MSTRG.6030.1,70,59,37,80,72
MSTRG.6031.1,184,332,87,522,363
MSTRG.6031.2,349,15,259,5,136
MSTRG.6031.5,39,0,0,0,2
ENSDART00000180656,0,0,1,0,1
ENSDART00000170093,706,441,447,261,231
MSTRG.6033.1,31,14,22,8,8
ENSDART00000162973,0,37,0,0,0
MSTRG.6034.4,0,0,0,7,0
ENSDART00000170016,25,20,18,15,9
ENSDART00000170543,164,89,122,35,37
ENSDART00000164596,67,41,38,32,26
ENSDART00000170769,9,0,0,0,0
ENSDART00000162258,19,11,12,10,11
ENSDART00000168997,0,0,0,0,0
ENSDART00000168011,98,67,67,105,86
ENSDART00000169894,32,37,36,35,37
MSTRG.6038.1,80,52,53,68,61
MSTRG.6039.1,67,22,32,39,29
ENSDART00000159627,196,146,126,162,153
MSTRG.6041.1,45,44,27,15,7
MSTRG.6042.1,54,30,33,9,17
MSTRG.6043.1,20,9,6,5,7
ENSDART00000162807,0,5,19,4,0
ENSDART00000162601,265,178,160,63,58
ENSDART00000161274,2,3,5,0,0
ENSDART00000184151,0,0,0,0,0
ENSDART00000187621,0,0,0,0,0
ENSDART00000171948,42,38,37,26,31
ENSDART00000190499,26,0,0,9,0
ENSDART00000159438,521,364,396,399,370
ENSDART00000139068,53,34,40,37,31
ENSDART00000137675,0,0,0,0,0
ENSDART00000133080,0,0,0,0,0
ENSDART00000147796,0,0,0,0,0
ENSDART00000043492,41,31,23,24,23
ENSDART00000156947,75,51,46,60,63
ENSDART00000156370,25,16,17,0,0
ENSDART00000154635,0,0,0,0,0
ENSDART00000155452,0,0,0,0,0
ENSDART00000047531,0,0,0,0,0
ENSDART00000161234,0,0,0,0,0
ENSDART00000188237,0,1,0,0,1
ENSDART00000161891,0,0,0,0,0
ENSDART00000159757,0,0,0,0,0
ENSDART00000162707,0,0,0,0,4
ENSDART00000164150,0,0,0,0,0
ENSDART00000183155,60,47,42,53,41
ENSDART00000165520,3,3,0,0,1
ENSDART00000171197,1,1,0,0,1
ENSDART00000169369,0,0,0,0,0
ENSDART00000179599,82,92,93,38,33
ENSDART00000165572,89,0,0,0,0
ENSDART00000164028,0,0,0,4,0
ENSDART00000179531,0,0,0,0,0
ENSDART00000160675,26,18,19,7,0
ENSDART00000171642,11,10,3,42,43
ENSDART00000160145,134,84,69,64,59
ENSDART00000191944,0,32,0,44,52
ENSDART00000185077,0,0,0,0,0
ENSDART00000171169,51,10,41,6,0
ENSDART00000179368,5,0,0,0,0
ENSDART00000172195,61,33,35,58,59
ENSDART00000162350,343,206,199,151,149
ENSDART00000171841,92,54,51,28,31
ENSDART00000176743,0,0,0,0,0
ENSDART00000164166,389,244,230,535,456
ENSDART00000172482,94,52,50,45,31
ENSDART00000166880,0,7,0,0,0
ENSDART00000160302,0,0,0,0,0
ENSDART00000165675,0,0,0,0,0
ENSDART00000170808,2,5,0,2,2
ENSDART00000171133,0,0,0,0,0
ENSDART00000157912,2,0,1,1,1
ENSDART00000162866,7,2,3,2,1
ENSDART00000163066,240,183,166,122,139
ENSDART00000164119,1,4,3,2,1
ENSDART00000162266,25,26,38,19,8
ENSDART00000167213,1,1,2,2,1
ENSDART00000165237,0,0,0,0,0
ENSDART00000171435,0,0,0,0,0
ENSDART00000166250,15,0,7,11,16
ENSDART00000155267,0,0,0,3,0
ENSDART00000184787,0,0,1,0,0
ENSDART00000153857,0,0,0,1,0
ENSDART00000139263,0,0,0,0,0
ENSDART00000112974,0,0,0,0,0
ENSDART00000184450,0,0,0,0,0
ENSDART00000157252,0,0,0,0,0
ENSDART00000155400,30,22,17,31,34
ENSDART00000153755,1,0,1,2,1
ENSDART00000033904,45,12,19,10,25
MSTRG.6070.2,4,13,3,10,0
ENSDART00000155719,65,40,35,50,52
ENSDART00000156830,48,39,35,30,27
ENSDART00000125864,2,0,0,0,1
ENSDART00000106120,788,550,510,362,287
ENSDART00000129751,20,16,9,0,0
ENSDART00000156757,3,2,1,1,1
ENSDART00000116030,3,2,1,2,4
ENSDART00000149555,0,0,0,0,0
ENSDART00000062024,177,131,123,54,48
ENSDART00000149349,4,0,5,0,0
ENSDART00000049831,141,95,76,64,79
ENSDART00000127436,185,150,123,248,250
ENSDART00000101918,26,11,12,25,21
ENSDART00000156835,0,0,0,0,0
ENSDART00000155708,0,0,0,0,0
ENSDART00000161192,0,0,0,0,0
ENSDART00000132637,0,0,1,2,18
ENSDART00000131259,0,6,0,0,0
ENSDART00000109004,39,14,18,12,17
ENSDART00000004220,38,24,19,31,21
ENSDART00000067095,16,0,16,11,6
ENSDART00000016024,223,132,122,147,125
ENSDART00000156902,3,0,0,0,0
ENSDART00000090939,0,0,0,3,0
ENSDART00000130670,75,45,43,64,53
ENSDART00000080338,22,15,26,29,27
ENSDART00000154841,0,0,0,0,0
ENSDART00000154219,0,0,0,1,0
MSTRG.6087.3,0,0,0,0,0
ENSDART00000166583,0,0,0,0,0
MSTRG.6087.6,0,2,2,4,2
ENSDART00000154686,0,0,0,0,0
ENSDART00000115129,217,147,137,180,200
ENSDART00000154042,2,1,3,2,2
MSTRG.6087.8,11,0,2,2,5
ENSDART00000154579,1,0,0,1,1
MSTRG.6088.2,0,0,16,0,0
ENSDART00000144138,126,84,73,95,82
ENSDART00000122099,236,140,141,147,137
MSTRG.6090.2,0,0,0,10,0
ENSDART00000080413,603,433,385,235,235
ENSDART00000137058,1,4,6,3,3
ENSDART00000133755,12,19,19,16,12
ENSDART00000135658,8,4,2,0,0
ENSDART00000080377,77,59,64,32,27
ENSDART00000128624,17,9,12,0,0
ENSDART00000192212,0,0,0,0,0
ENSDART00000156352,238,156,134,215,195
ENSDART00000062335,28,35,25,16,18
ENSDART00000147900,13,8,8,20,21
ENSDART00000028500,169,98,72,109,89
ENSDART00000080892,144,97,85,63,62
ENSDART00000029063,0,0,0,0,0
ENSDART00000154504,211,143,120,175,194
ENSDART00000101789,523,337,346,335,288
ENSDART00000191557,0,0,0,0,0
ENSDART00000062191,116,75,62,51,53
ENSDART00000193455,7,0,4,0,0
ENSDART00000177384,0,0,0,0,0
ENSDART00000157230,0,0,0,0,0
ENSDART00000155163,66,38,28,43,24
MSTRG.6101.3,3,3,4,2,1
ENSDART00000152633,0,0,0,0,0
ENSDART00000188246,0,0,0,0,0
ENSDART00000142870,148,106,97,117,107
ENSDART00000062135,70,39,38,16,15
ENSDART00000139296,0,0,0,0,0
ENSDART00000049196,161,109,105,150,132
ENSDART00000154965,0,0,0,0,0
ENSDART00000154679,28,18,19,10,7
ENSDART00000186870,6,0,0,0,0
ENSDART00000155243,26,22,20,8,5
ENSDART00000014465,0,0,0,0,0
ENSDART00000154719,375,224,208,258,222
ENSDART00000154923,2,0,0,0,5
ENSDART00000156768,4,1,0,2,2
ENSDART00000062069,0,0,0,0,0
ENSDART00000175378,0,0,0,0,0
ENSDART00000129407,14,9,10,20,16
ENSDART00000122617,0,0,0,0,0
ENSDART00000155723,0,0,0,0,0
ENSDART00000155526,0,0,0,0,0
ENSDART00000046648,216,141,118,242,219
ENSDART00000101724,4,2,3,2,3
ENSDART00000123197,0,0,0,0,0
ENSDART00000183565,0,0,0,0,0
ENSDART00000154418,41,37,32,39,31
ENSDART00000155350,1,0,0,0,1
ENSDART00000080777,89,55,58,50,49
ENSDART00000110111,70,44,45,82,58
ENSDART00000154801,6,5,0,0,0
ENSDART00000156892,21,24,14,6,8
ENSDART00000154268,0,1,0,0,0
ENSDART00000101707,88,60,49,41,56
ENSDART00000117680,0,0,0,0,0
ENSDART00000154324,0,0,0,0,0
ENSDART00000145547,0,0,0,0,0
ENSDART00000153990,0,0,0,0,0
ENSDART00000148467,0,0,0,0,0
ENSDART00000155019,0,11,0,0,0
ENSDART00000149845,0,0,0,0,0
ENSDART00000155522,0,0,0,0,0
ENSDART00000145216,0,0,0,0,0
MSTRG.6131.2,0,16,0,0,0
ENSDART00000157189,0,0,0,0,0
ENSDART00000158352,0,0,0,0,0
ENSDART00000140249,3,5,7,9,5
ENSDART00000134512,1953,1288,1095,1073,1231
MSTRG.6120.3,166,44,140,359,114
MSTRG.6121.1,77,62,59,63,58
ENSDART00000143796,17,2,3,5,8
ENSDART00000018461,252,177,183,176,188
ENSDART00000111753,12,16,0,5,13
ENSDART00000129155,2,4,10,2,4
ENSDART00000135635,11,0,9,12,14
MSTRG.6124.1,51,38,32,31,33
MSTRG.6125.1,32,25,23,25,19
MSTRG.6126.1,23,27,26,24,17
ENSDART00000146735,10,8,10,9,8
MSTRG.6127.2,12,4,6,2,0
ENSDART00000081059,293,203,181,233,216
ENSDART00000147078,1,1,1,1,1
MSTRG.6129.1,32,32,24,27,30
MSTRG.6130.1,59,43,31,49,46
ENSDART00000153729,164,94,107,82,67
MSTRG.6132.1,72,40,39,36,36
MSTRG.6133.1,36,32,24,17,22
MSTRG.6134.1,37,32,26,33,30
MSTRG.6135.1,110,81,70,79,73
MSTRG.6136.1,88,80,63,78,68
MSTRG.6137.1,58,44,40,43,46
MSTRG.6138.1,12,11,5,7,7
MSTRG.6139.1,82,64,53,56,59
MSTRG.6140.1,5,0,4,0,1
MSTRG.6140.2,60,44,53,32,40
MSTRG.6140.3,9,25,7,7,4
MSTRG.6141.1,30,14,13,22,17
MSTRG.6142.1,31,25,23,27,20
MSTRG.6143.1,27,19,14,27,24
MSTRG.6144.1,54,43,48,46,44
MSTRG.6145.1,73,55,45,42,47
MSTRG.6146.1,27,22,22,17,16
MSTRG.6147.1,58,44,38,47,42
MSTRG.6148.1,45,36,31,41,40
ENSDART00000157185,129,89,79,56,44
ENSDART00000184011,15,6,6,0,3
ENSDART00000062378,30,19,17,7,5
MSTRG.6151.1,118,94,90,82,81
MSTRG.6152.1,41,33,36,43,43
MSTRG.6153.1,49,0,30,46,40
MSTRG.6154.1,10,8,9,10,7
ENSDART00000169550,0,0,0,0,0
ENSDART00000191390,0,0,0,0,0
ENSDART00000081105,0,0,0,0,0
ENSDART00000180790,0,0,0,0,0
ENSDART00000185441,0,4,0,0,0
ENSDART00000157198,0,0,0,0,0
ENSDART00000154958,0,1,0,0,0
ENSDART00000154383,0,0,0,0,0
MSTRG.6167.2,0,33,35,0,0
MSTRG.6171.4,0,45,0,0,0
ENSDART00000158472,0,0,0,0,0
MSTRG.6176.2,0,0,1,23,0
ENSDART00000155898,0,5,3,2,4
ENSDART00000154524,0,0,0,0,0
ENSDART00000155194,0,1,3,0,0
ENSDART00000131639,0,0,0,0,0
ENSDART00000062523,0,0,2,0,0
ENSDART00000176690,0,0,0,0,0
ENSDART00000189840,0,0,0,0,0
ENSDART00000156785,0,0,0,0,0
ENSDART00000155314,10,5,0,8,0
ENSDART00000155197,20,19,20,0,6
MSTRG.6157.1,20,21,13,17,17
MSTRG.6158.1,37,23,18,26,27
MSTRG.6159.1,24,14,11,25,18
MSTRG.6160.1,23,16,16,15,17
ENSDART00000158556,186,156,138,158,129
MSTRG.6162.1,42,28,23,26,26
MSTRG.6163.1,72,64,51,63,55
MSTRG.6164.1,16,7,11,12,7
ENSDART00000161229,2,2,5,5,6
MSTRG.6166.1,19,18,12,14,10
ENSDART00000168940,39,24,28,47,44
MSTRG.6167.3,71,18,0,54,41
MSTRG.6168.1,41,35,29,47,27
MSTRG.6169.1,14,11,11,13,10
MSTRG.6169.2,10,6,3,4,2
ENSDART00000112838,44,19,69,108,95
ENSDART00000155066,319,230,184,101,99
ENSDART00000170950,3,2,1,3,0
MSTRG.6170.1,22,22,14,28,25
ENSDART00000163765,35,134,125,103,110
MSTRG.6171.2,5,3,0,1,2
MSTRG.6171.3,287,40,67,76,64
MSTRG.6172.1,21,22,17,27,24
ENSDART00000160098,9,8,3,7,5
MSTRG.6173.1,26,22,22,19,22
MSTRG.6174.1,160,99,105,114,109
MSTRG.6175.1,225,146,137,154,147
MSTRG.6176.1,115,153,164,110,149
ENSDART00000113142,382,76,21,160,165
MSTRG.6176.5,2,7,2,14,9
ENSDART00000153848,2,0,0,2,2
MSTRG.6176.7,7,4,2,3,2
MSTRG.6176.9,3,55,77,2,6
MSTRG.6177.1,41,32,29,27,32
MSTRG.6178.1,81,65,68,63,65
MSTRG.6179.1,36,27,28,29,33
MSTRG.6180.1,58,47,40,44,39
MSTRG.6181.1,97,63,57,56,50
MSTRG.6182.1,37,21,31,22,20
MSTRG.6183.1,122,93,67,78,74
MSTRG.6184.1,24,20,19,17,18
ENSDART00000191001,3,1,3,4,2
ENSDART00000047902,598,405,404,511,490
MSTRG.6188.1,126,141,118,134,142
ENSDART00000078723,306,195,175,163,128
MSTRG.6190.1,104,70,75,73,53
MSTRG.6191.1,1791,1576,2014,840,578
MSTRG.6191.6,1209,255,154,0,235
MSTRG.6191.7,558,542,285,573,585
MSTRG.6191.3,607,505,364,520,534
MSTRG.6191.4,420,301,185,429,258
MSTRG.6191.9,199,0,0,0,0
MSTRG.6191.2,13,9,0,39,38
MSTRG.6191.5,9,122,4,0,6
MSTRG.6191.10,1,3,19,52,30
MSTRG.6191.8,2,3,52,58,35
ENSDART00000137828,1,1,2,1,1
MSTRG.6189.3,13,14,10,0,9
MSTRG.6189.4,17,0,0,0,0
ENSDART00000174816,1,0,0,1,1
ENSDART00000012064,18,17,13,8,6
ENSDART00000156505,18,9,6,12,11
MSTRG.6195.1,197,157,126,148,122
ENSDART00000155872,108,65,59,64,61
MSTRG.6196.1,23,22,14,27,22
ENSDART00000147632,0,0,0,0,0
ENSDART00000158569,0,0,0,0,0
ENSDART00000136280,0,0,0,0,0
ENSDART00000101635,0,0,0,0,0
ENSDART00000156332,0,0,0,0,0
ENSDART00000141508,11,0,0,0,0
ENSDART00000139966,1,1,1,1,0
ENSDART00000081199,6,6,5,6,8
ENSDART00000109999,3,2,3,0,0
ENSDART00000155866,121,92,104,73,72
ENSDART00000142010,0,0,0,22,186
MSTRG.6199.4,0,0,110,0,0
MSTRG.6199.3,0,101,85,0,0
ENSDART00000146853,0,0,4,0,0
ENSDART00000136208,0,0,0,0,0
ENSDART00000019006,353,111,0,183,0
MSTRG.6199.6,35,29,49,35,21
ENSDART00000154496,0,0,0,0,0
ENSDART00000157161,0,0,1,0,0
ENSDART00000062603,86,60,41,41,46
ENSDART00000186453,0,0,1,1,1
ENSDART00000139163,0,0,0,0,0
ENSDART00000152428,280,172,153,164,153
MSTRG.6201.3,6,4,2,5,7
ENSDART00000092705,0,6,0,16,24
ENSDART00000152749,0,0,0,0,0
MSTRG.6203.7,0,0,0,2,0
ENSDART00000138895,310,226,178,96,82
MSTRG.6203.3,30,11,39,0,0
MSTRG.6203.5,12,24,11,2,2
MSTRG.6203.6,6,0,6,12,0
ENSDART00000184994,0,9,14,14,8
ENSDART00000188718,0,0,0,0,0
ENSDART00000123815,13,71,40,26,40
ENSDART00000183363,81,0,0,15,0
ENSDART00000149926,0,1,1,0,0
ENSDART00000022015,115,87,80,102,110
ENSDART00000148345,2,1,2,1,2
ENSDART00000062576,11,8,0,12,11
ENSDART00000062569,88,69,56,62,53
ENSDART00000143632,3,4,0,5,7
ENSDART00000120598,0,0,0,0,0
ENSDART00000114936,25,20,13,21,19
ENSDART00000142367,0,0,1,1,1
ENSDART00000132665,0,0,0,0,0
MSTRG.6209.4,0,0,0,10,11
ENSDART00000192084,0,0,0,0,0
ENSDART00000062560,0,0,0,0,0
MSTRG.6209.7,0,0,0,73,0
ENSDART00000156824,0,0,0,0,0
ENSDART00000154779,178,94,98,69,121
MSTRG.6209.5,45,28,40,21,28
ENSDART00000179822,0,0,0,0,0
ENSDART00000134321,0,0,0,0,0
ENSDART00000054426,308,176,183,188,170
ENSDART00000138680,1,1,2,1,1
ENSDART00000152740,0,0,0,0,0
ENSDART00000152707,0,0,0,0,0
ENSDART00000043743,72,43,34,73,60
ENSDART00000152266,0,0,0,0,0
ENSDART00000127368,0,0,0,0,0
ENSDART00000164803,27,21,17,16,16
MSTRG.6215.2,607,330,325,317,334
ENSDART00000152439,0,0,0,0,0
ENSDART00000047643,0,0,0,0,0
ENSDART00000152345,132,78,66,67,63
ENSDART00000175502,0,233,0,1,0
MSTRG.6218.3,0,0,0,1,72
MSTRG.6218.4,0,0,2,179,25
MSTRG.6218.5,0,0,153,0,67
MSTRG.6218.8,0,0,0,0,96
ENSDART00000152544,0,1,0,0,0
ENSDART00000155393,0,0,0,0,0
ENSDART00000156054,0,0,0,0,0
ENSDART00000159475,227,0,0,248,87
ENSDART00000159294,3,3,1,2,1
MSTRG.6218.7,27,14,3,50,85
MSTRG.6218.9,415,168,229,0,74
ENSDART00000152339,1,1,1,6,1
ENSDART00000152729,17,2,10,13,13
ENSDART00000178784,0,0,0,0,0
MSTRG.6220.1,14,0,6,0,0
ENSDART00000092560,1,0,3,0,0
MSTRG.6221.1,896,577,554,439,370
ENSDART00000113314,2,4,2,0,0
MSTRG.6221.3,80,58,43,26,27
MSTRG.6222.1,88,86,90,71,54
ENSDART00000101204,568,414,290,551,496
MSTRG.6223.2,79,13,100,36,52
ENSDART00000054416,0,0,0,0,360
ENSDART00000154437,420,354,340,450,32
MSTRG.6224.3,123,0,1,1,0
ENSDART00000152123,1,0,0,0,0
ENSDART00000005221,90,63,63,75,55
ENSDART00000188911,0,0,0,0,0
ENSDART00000114267,175,120,109,129,110
ENSDART00000156380,75,48,35,42,29
ENSDART00000154033,0,0,0,0,4
ENSDART00000155199,0,0,0,0,0
ENSDART00000186677,0,0,12,0,0
ENSDART00000054428,69,45,36,40,35
ENSDART00000161379,217,127,118,223,207
ENSDART00000171100,3,0,1,2,3
ENSDART00000170829,1,0,0,0,2
ENSDART00000152355,763,457,422,589,583
ENSDART00000152358,1,1,1,1,1
ENSDART00000048183,0,0,0,0,0
ENSDART00000157149,119,87,75,108,90
ENSDART00000123910,33,20,20,31,32
ENSDART00000152473,0,0,0,0,0
ENSDART00000155750,2,2,1,3,0
ENSDART00000101152,550,325,301,361,327
ENSDART00000183966,0,0,0,0,0
ENSDART00000156161,0,0,0,0,0
ENSDART00000011030,0,0,0,1,0
ENSDART00000169537,0,0,0,0,0
ENSDART00000161047,0,0,0,2,0
ENSDART00000062666,0,0,0,0,0
ENSDART00000136029,0,0,0,0,0
ENSDART00000155065,61,127,103,86,41
MSTRG.6235.2,109,1,1,35,0
ENSDART00000158986,23,0,0,17,94
ENSDART00000163532,9,10,0,5,4
ENSDART00000143092,5,0,0,0,0
ENSDART00000166846,324,228,216,268,269
ENSDART00000062676,149,66,43,43,38
MSTRG.6239.3,11,5,23,0,0
