gene_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
MSTRG.17627|tmem11,541,338,316,361,408
MSTRG.17628|dhrs7b,89,62,48,64,57
MSTRG.17629|cramp1,0,0,0,31,0
MSTRG.17629,337,239,224,318,337
MSTRG.17630|jpt2,825,529,480,468,478
MSTRG.17631,214,130,220,179,181
MSTRG.17631|mapk8ip3,734,463,358,621,572
MSTRG.17632,36,63,9,0,0
MSTRG.17632|nme3,291,168,189,195,172
MSTRG.17632|mrps34,247,146,166,439,364
MSTRG.17633,0,0,0,0,104
MSTRG.17633|spsb3a,292,152,177,157,36
MSTRG.17635|CR387933.1,0,0,0,0,0
MSTRG.17634|atp6v0ca,2551,1711,1551,2510,2148
MSTRG.17636|si:dkey-81l17.6,110,65,69,83,79
MSTRG.17637|lasp1,1468,965,879,1046,927
MSTRG.17638|arl5c,68,47,41,40,33
MSTRG.17639,222,107,120,77,67
MSTRG.17640|cacnb1,323,195,221,177,138
MSTRG.17640,22,15,15,23,15
MSTRG.17641|rpl19,16710,10145,9642,9083,8600
MSTRG.17642,28,20,19,95,63
MSTRG.17643|bckdhbl,122,8,10,105,34
MSTRG.17643,79,118,122,2,66
MSTRG.17644|st8sia6,111,76,66,100,100
MSTRG.17645|eftud2,565,318,313,852,765
MSTRG.17646|kcnj12b,136,81,69,77,54
ENSDARG00000073998|si:ch211-23l10.3,0,0,0,0,0
MSTRG.17647|eps8l1a,69,50,51,49,40
MSTRG.17648|slc6a16a,0,0,0,0,1
MSTRG.17648,90,64,52,66,77
MSTRG.17650|CR847509.1,0,0,1,0,0
MSTRG.17649|slc17a7a,168,101,98,144,109
MSTRG.17651|zgc:55558,182,120,115,175,162
MSTRG.17652|pold1,246,168,148,195,201
MSTRG.17653|gys1,1431,795,723,664,682
MSTRG.17654|aspdh,33,18,20,21,16
MSTRG.17655|tmem86b,348,247,218,160,154
ENSDARG00000076186|lrrc3cb,0,4,0,0,0
ENSDARG00000093186|si:dkey-30j10.5,0,0,0,0,0
MSTRG.17656|stk17al,86,58,59,72,75
MSTRG.17657|atp6v0a1a,172,159,118,176,190
MSTRG.17657,433,217,258,394,332
MSTRG.17658|cavin1a,114,61,57,102,97
MSTRG.17659|stat3,470,241,245,258,262
MSTRG.17660,49,46,37,32,30
MSTRG.17661|stat5a,113,82,69,84,69
MSTRG.17662|si:ch211-210g13.5,42,0,0,26,0
MSTRG.17663|CU207238.1,0,0,0,0,0
MSTRG.17662,151,90,111,84,88
ENSDARG00000070932|hcrt,2,0,0,0,4
MSTRG.17664|kcnh4a,26,21,0,0,20
MSTRG.17665|rab5c,1126,686,644,928,893
MSTRG.17666|kat2a,102,98,81,113,130
MSTRG.17667|dhx58,23,0,12,10,0
MSTRG.17668|CABZ01018956.1,0,0,0,0,24
MSTRG.17669,0,56,38,128,163
MSTRG.17669|znf385c,147,35,58,52,14
MSTRG.17669|BX901973.1,0,0,0,0,0
MSTRG.17671|dnajc7,945,615,542,871,793
MSTRG.17670|nkiras2,184,131,99,127,112
MSTRG.17672|ttc25,16,0,9,0,14
MSTRG.17673|cnp,362,551,188,308,314
MSTRG.17673,487,18,349,272,286
MSTRG.17674|aclya,1118,676,647,835,740
MSTRG.17675|si:ch73-141c7.1,95,58,65,101,67
MSTRG.17676|hsd17b1,0,0,0,0,0
MSTRG.17677|mettl26,110,86,66,77,55
MSTRG.17678,0,0,0,3,42
MSTRG.17678|ankrd40,244,143,144,175,108
MSTRG.17679|wfikkn2a,96,59,64,35,39
MSTRG.17680|BX649434.1,0,0,0,0,0
MSTRG.17681|BX649434.2,0,0,0,0,0
MSTRG.17682|BX649434.3,0,0,0,0,0
MSTRG.17680|tob1a,893,594,591,787,724
MSTRG.17683|spag9a,258,175,181,171,206
MSTRG.17683,29,21,25,22,18
MSTRG.17684|kdelr2a,475,317,274,392,366
MSTRG.17684,45,82,61,76,70
ENSDARG00000093074|si:ch211-139g16.8,0,0,0,0,0
MSTRG.17685|rps2,42947,26614,25461,21378,20093
MSTRG.17686|ndufb10,657,488,487,553,463
ENSDARG00000116493|GAA,11,0,6,0,0
ENSDARG00000090714|gaa,10,0,0,0,0
MSTRG.17687|tbc1d16,168,112,96,115,115
MSTRG.17688|cbx4,79,79,84,106,119
MSTRG.17688,81,12,19,49,7
MSTRG.17689|cbx8a,108,82,77,79,72
MSTRG.17690|aqp8b,50,38,35,34,22
MSTRG.17691|arhgap17b,315,133,99,171,160
MSTRG.17691,174,180,210,63,30
MSTRG.17691|si:ch211-246e12.3,37,9,6,0,0
MSTRG.17692|slc5a11,172,95,92,37,37
MSTRG.17693|grid2ipa,62,48,42,30,39
MSTRG.17694|e4f1,163,115,106,86,97
MSTRG.17695|zgc:113333,45,51,46,24,20
MSTRG.17696|narfl,120,74,92,85,101
MSTRG.17695,106,85,72,36,40
MSTRG.17697|AL772362.2,0,0,0,0,0
MSTRG.17698|hagh,336,257,276,153,140
MSTRG.17699|fahd1,101,75,89,69,69
MSTRG.17700|msrb1a,117,90,84,53,46
MSTRG.17701|tnpo2,1150,778,665,1064,999
MSTRG.17702|tmem104,128,67,77,112,82
MSTRG.17703|AL772362.1,0,0,0,0,0
MSTRG.17704|CU151886.2,0,0,0,0,0
MSTRG.17705|CU151886.1,0,0,0,0,0
MSTRG.17706|grin2ca,127,80,70,75,59
MSTRG.17707,113,9,26,4,0
MSTRG.17707|rfx1a,73,122,89,58,67
MSTRG.17709|BX546473.1,0,0,0,0,0
MSTRG.17710|il12rb2l,0,0,0,0,0
MSTRG.17710,115,88,66,112,106
MSTRG.17708|rln3a,54,24,32,18,20
MSTRG.17711|smarca4a,2970,1785,1626,3479,3181
MSTRG.17711,0,0,67,0,0
MSTRG.17712|ldlra,645,459,432,368,330
MSTRG.17713|BX322663.3,0,0,0,0,0
MSTRG.17715|BX322663.1,0,0,0,0,0
MSTRG.17714|kri1,160,114,98,197,162
MSTRG.17716|spc24,93,53,58,28,33
MSTRG.17717|s1pr5a,98,78,57,85,90
ENSDARG00000056798|zgc:123297,10,9,0,0,0
MSTRG.17718|pde6ga,77,66,58,52,55
MSTRG.17719|CU571315.1,57,35,27,0,7
MSTRG.17720|CU571315.3,25,21,14,0,0
ENSDARG00000101956|CU571315.2,0,0,0,0,0
ENSDARG00000056773|zgc:163079,0,0,0,0,0
MSTRG.17721|rprml,16,20,14,7,9
MSTRG.17722|itgb3a,178,133,139,118,107
MSTRG.17723|mettl2a,46,40,32,84,81
MSTRG.17723,9,0,1,7,4
MSTRG.17724|tlk2,167,103,109,149,164
MSTRG.17725,0,0,0,0,1
MSTRG.17726|BX572620.1,0,0,0,0,0
MSTRG.17725|mrc2,80,48,54,89,73
MSTRG.17727|rnd2,37,24,20,45,28
MSTRG.17728|vat1,1098,642,606,717,666
ENSDARG00000117635|CR855865.1,23,15,14,7,5
MSTRG.17729|asb16,30,9,16,8,7
MSTRG.17730|tmub2,114,71,73,73,71
MSTRG.17731|atxn7l3,138,67,84,88,56
MSTRG.17731,2,10,0,0,3
MSTRG.17732|ubtf,786,597,558,2486,2131
MSTRG.17732,158,0,67,7,93
MSTRG.17733|BX088544.1,8,6,6,2,1
MSTRG.17734|slc4a1a,852,533,496,384,368
MSTRG.17735|selenow2b,117,93,82,98,92
MSTRG.17736|selenow2a,349,258,221,232,208
MSTRG.17737|ngfra,222,146,141,163,146
MSTRG.17738|nxph3,15,4,6,4,8
MSTRG.17739|spop,366,208,226,290,268
MSTRG.17740|BX248239.1,0,0,0,0,0
MSTRG.17741|ndufa4l,2213,1370,1306,1421,1219
MSTRG.17742|slc35b1,305,192,178,284,264
MSTRG.17743,0,0,0,64,0
MSTRG.17743|fam117aa,200,112,109,56,104
MSTRG.17744|rundc3aa,49,30,24,23,28
MSTRG.17745|zwi,349,224,207,207,154
MSTRG.17746,268,149,170,192,169
MSTRG.17746|tlcd3ba,52,43,22,43,36
MSTRG.17747,0,0,0,39,0
MSTRG.17747|nlk1,635,452,384,398,405
MSTRG.17748|maza,12,0,8,25,23
MSTRG.17748,157,100,101,70,81
MSTRG.17749|cdipt,197,131,134,44,43
MSTRG.17750|taok2a,777,493,413,688,575
MSTRG.17751|zgc:123295,29,18,14,32,0
ENSDARG00000097774|CR387996.1,0,0,0,0,0
ENSDARG00000046140|zgc:112038,15,0,0,0,0
MSTRG.17752,20,0,47,0,0
MSTRG.17752|zgc:153968,732,390,298,92,91
MSTRG.17753|tcap,64,28,38,30,29
MSTRG.17754,38,29,32,15,7
MSTRG.17755,72,53,50,15,20
MSTRG.17756|syngr1a,470,327,317,120,126
MSTRG.17757,0,0,40,51,1
MSTRG.17757|fam171a2a,393,280,198,266,288
ENSDARG00000097315|BX927078.1,0,0,0,0,0
ENSDARG00000105007|CT573446.1,0,0,0,0,0
ENSDARG00000018687|itga2b,9,0,0,0,0
MSTRG.17758|crhr1,174,115,107,74,76
MSTRG.17759|cdc27,490,294,241,298,321
MSTRG.17759,451,247,212,378,297
MSTRG.17759|kansl1b,200,150,217,365,330
MSTRG.17760|maptb,603,416,436,311,290
MSTRG.17760,151,78,16,16,27
MSTRG.17761|myl4,207,298,244,363,340
MSTRG.17762|scn4ab,498,329,288,235,245
MSTRG.17762,0,0,17,26,0
MSTRG.17761,263,0,0,0,0
MSTRG.17763|gh1,111,71,70,26,18
MSTRG.17764|ifnphi3,0,0,0,0,0
MSTRG.17765|ifnphi2,0,0,0,0,0
MSTRG.17766|ifnphi1,0,0,0,0,0
MSTRG.17767|arhgap27l,319,140,165,179,149
MSTRG.17764|zgc:103564,18,0,11,7,0
MSTRG.17767,71,115,70,0,0
MSTRG.17768|wnk4b,191,118,110,132,133
MSTRG.17768|coa3b,69,45,41,60,46
MSTRG.17769,0,9,34,358,321
MSTRG.17769|tanc2a,669,391,335,241,191
MSTRG.17770|cyb561,23,11,15,8,0
MSTRG.17771|BX322574.1,0,1,2,0,0
MSTRG.17771|hdac5,191,98,115,99,92
MSTRG.17771,44,45,31,27,49
MSTRG.17772|lsm12a,64,49,45,74,76
ENSDARG00000088833|si:ch211-237i5.4,13,11,9,7,7
ENSDARG00000077193|nags,8,7,0,5,0
ENSDARG00000070605|b4galnt2.2,0,0,0,0,0
ENSDARG00000094579|b4galnt2.1,0,0,0,0,0
MSTRG.17773|gngt2a,128,77,72,162,166
MSTRG.17774|AL929222.2,27,21,22,20,19
MSTRG.17775,55,51,40,178,221
MSTRG.17775|col1a1a,27191,16708,16163,17378,16725
MSTRG.17776|ppp1r9ba,324,220,212,279,257
MSTRG.17777|rapgefl1,219,148,137,168,169
MSTRG.17778|CU459159.1,0,0,0,0,0
MSTRG.17779|casc3,580,354,325,516,463
MSTRG.17779,0,0,0,1,0
MSTRG.17780|msl1a,0,0,0,0,0
MSTRG.17780|si:dkey-225f5.5,0,0,0,0,0
MSTRG.17780,131,75,66,116,100
MSTRG.17781|nr1d1,735,465,411,1312,1153
MSTRG.17782|si:dkey-225f5.4,76,52,53,59,39
MSTRG.17783|igf2bp1,2627,1711,1636,3047,2715
MSTRG.17784|ube2z,365,224,217,389,322
MSTRG.17785|atp5mc1,3352,1839,1778,2544,2418
MSTRG.17786|eve1,12,11,6,9,9
MSTRG.17786,0,0,1,1,3
MSTRG.17787|hoxb13a,66,33,44,38,54
MSTRG.17788|hoxb10a,48,25,39,25,22
MSTRG.17789|hoxb9a,141,91,82,130,125
MSTRG.17790,42,46,98,39,56
MSTRG.17790|hoxb8a,156,41,8,92,64
MSTRG.17791|hoxb7a,57,38,33,33,28
MSTRG.17792|hoxb3a,182,80,46,114,235
MSTRG.17793|CR751227.2,2,0,0,2,0
MSTRG.17792,252,206,251,289,116
MSTRG.17801|CR751227.3,0,0,0,0,0
MSTRG.17794|hoxb6a,48,39,33,43,35
MSTRG.17795|hoxb5a,174,122,134,79,97
MSTRG.17796|hoxb4a,112,56,68,84,76
MSTRG.17797|dre-mir-10c,2,0,0,1,0
MSTRG.17798,19,11,21,6,7
MSTRG.17799|CR751227.1,3,0,0,0,0
MSTRG.17800|hoxb2a,50,39,43,69,56
MSTRG.17792|hoxb1a,14,7,8,18,17
MSTRG.17802|BX936342.1,0,0,0,0,0
MSTRG.17804|cbx1a,330,215,189,144,138
MSTRG.17803|BX936342.2,4,0,0,0,0
MSTRG.17805|nfe2l1a,76,46,45,57,58
MSTRG.17806|copz2,54,23,27,67,62
MSTRG.17806|dre-mir-152,0,0,0,0,1
MSTRG.17807|si:ch211-246i5.5,18,27,15,20,7
MSTRG.17807,34,0,14,0,17
ENSDARG00000096864|CR790362.1,0,0,0,0,0
ENSDARG00000025615|prr15la,15,11,9,7,6
MSTRG.17808|atf4b,387,236,222,399,358
ENSDARG00000074773|si:dkey-110g7.8,10,7,5,0,3
MSTRG.17809|adsl,4,8,0,206,180
MSTRG.17809,220,105,99,0,0
MSTRG.17810|zgc:123244,12,9,11,7,7
ENSDARG00000038139|pdgfbb,23,17,14,12,13
MSTRG.17811|pvalb6,114,83,70,84,79
MSTRG.17811|CR812472.2,0,0,0,0,0
MSTRG.17812|csf2rb,0,0,0,0,0
MSTRG.17813|CR790377.1,0,0,0,0,0
MSTRG.17814|baiap2l2a,57,27,31,38,25
MSTRG.17816|cbx6b,47,42,33,34,38
MSTRG.17815|CR790377.2,2,0,0,0,0
MSTRG.17817|nptxra,125,89,70,107,114
MSTRG.17818|dnal4a,17,14,8,11,11
ENSDARG00000055359|sp100.1,4,0,0,0,0
ENSDARG00000102588|sp100.2,0,0,0,0,0
ENSDARG00000090449|sp100.3,0,0,0,0,0
ENSDARG00000099247|si:dkey-68o6.5,0,0,0,6,0
ENSDARG00000078206|zgc:171506,0,0,0,0,0
MSTRG.17819|zgc:113411,13,12,0,8,0
ENSDARG00000087575|zmp:0000000912,2,1,0,0,0
ENSDARG00000099678|BX569789.1,8,0,0,10,8
MSTRG.17820|slc25a17,21,17,18,17,15
MSTRG.17821|mrtfaa,30,16,14,17,13
MSTRG.17822|BX569789.2,0,0,0,0,0
ENSDARG00000105972|CABZ01050944.1,10,0,0,11,0
MSTRG.17823|desi1a,213,179,150,93,74
MSTRG.17824|cbx7a,31,24,42,132,267
MSTRG.17824,102,71,43,244,99
MSTRG.17825|ep300b,1417,920,732,1196,1020
MSTRG.17825,78,52,136,48,68
MSTRG.17826|CR936416.1,0,0,0,0,0
MSTRG.17827|xpnpep3,167,95,93,122,111
MSTRG.17828|st13,964,615,570,687,600
MSTRG.17829|rbx1,433,282,265,354,327
ENSDARG00000055160|chadla,0,6,0,0,0
MSTRG.17830,0,0,0,21,0
MSTRG.17831|BX470254.1,0,0,0,0,0
MSTRG.17830|napsa,127,73,92,61,73
MSTRG.17832,0,50,0,0,0
MSTRG.17832|mief1,248,89,146,206,175
MSTRG.17833|si:ch211-256m1.8,330,193,181,135,140
MSTRG.17834|TST,258,144,146,188,159
ENSDARG00000075720|il2rb,11,0,0,0,0
MSTRG.17835|c1qtnf6a,76,30,43,22,22
MSTRG.17836|mgat3a,108,56,56,59,70
MSTRG.17837,0,0,64,146,277
MSTRG.17837|ddx5,3148,2067,1920,4007,3606
MSTRG.17839,0,0,0,7,0
MSTRG.17838,3,7,5,17,11
MSTRG.17839|smurf2,366,216,230,416,376
MSTRG.17840|kpna2,915,594,566,639,606
MSTRG.17841,260,136,143,142,227
MSTRG.17841|bptf,1386,860,792,1144,1042
MSTRG.17842|grb2b,638,365,357,428,405
ENSDARG00000022525|mchr1b,5,8,6,5,2
MSTRG.17844|BX571780.1,0,0,0,0,0
MSTRG.17843|usp43b,60,48,34,0,17
MSTRG.17846|BX120006.2,0,0,0,0,0
MSTRG.17847|BX120006.1,0,0,0,0,0
MSTRG.17845|ntn1b,277,116,168,163,203
MSTRG.17845,20,51,0,43,0
ENSDARG00000091140|pik3r6b,0,0,0,0,0
ENSDARG00000097387|FP101990.1,0,0,0,0,0
MSTRG.17848,0,0,0,0,37
MSTRG.17848|mfsd6l,34,22,23,31,4
MSTRG.17849|zgc:171844,18,11,9,0,0
MSTRG.17850|tom1,182,128,96,146,130
ENSDARG00000096978|CU972512.1,16,0,0,0,0
MSTRG.17851|FP101861.1,0,8,0,13,0
MSTRG.17852|gcat,293,224,188,216,227
MSTRG.17854|hmox1a,54,51,54,160,135
MSTRG.17853|mcm5,850,508,431,387,351
MSTRG.17855|foxred2,162,111,113,104,114
MSTRG.17856|ankrd54,183,100,112,136,119
MSTRG.17857|hmgxb4a,33,22,18,26,19
MSTRG.17857,3,0,2,2,3
MSTRG.17858,0,14,41,29,1
MSTRG.17858|si:dkeyp-69e1.8,53,23,0,15,40
MSTRG.17859|atp2a1,62076,20068,20258,29468,27244
MSTRG.17861|hsp70.1,85,58,49,350,326
MSTRG.17861,0,0,0,296,0
MSTRG.17861|hsp70.2,112,76,56,183,421
MSTRG.17860|zgc:162612,49,31,28,31,25
MSTRG.17862|hsp70.3,94,56,58,457,400
MSTRG.17859,24974,21357,19245,15252,14720
MSTRG.17863|rabep2,176,112,96,104,108
MSTRG.17864|si:ch211-11k18.4,193,152,109,250,245
MSTRG.17865|ypel3,249,170,159,85,86
MSTRG.17867|FP016144.1,0,0,0,0,0
MSTRG.17866|gdpd3a,122,89,71,54,46
MSTRG.17868|mapk3,1011,621,642,659,636
MSTRG.17869|nudt9,223,146,135,157,157
MSTRG.17871|atad5a,217,118,140,161,140
MSTRG.17870|ppp4ca,131,71,84,80,76
MSTRG.17872|adap2,85,48,42,45,48
MSTRG.17873|rhot1a,402,238,251,488,434
ENSDARG00000103966|si:ch211-156b7.5,0,0,0,0,0
MSTRG.17874|C3H17orf75,263,163,166,101,84
MSTRG.17875|si:ch211-156b7.4,292,188,160,195,158
MSTRG.17876|rps15a,8245,5542,5207,4953,4585
MSTRG.17877,44,31,28,65,42
MSTRG.17878,0,4,0,0,0
MSTRG.17878|xylt1,250,168,138,276,257
MSTRG.17879|tmc5,129,94,64,54,52
MSTRG.17880|rab40c,482,312,288,414,433
MSTRG.17881|pigq,177,103,95,84,86
MSTRG.17882|socs1a,27,15,18,12,18
MSTRG.17883|clec16a,448,282,288,377,348
MSTRG.17883,9,3,16,40,9
MSTRG.17884|dexi,8,12,0,3,8
ENSDARG00000090851|ciita,0,0,0,0,0
MSTRG.17885|nubp1,87,84,75,176,138
MSTRG.17887|CR954963.1,0,0,0,0,0
MSTRG.17886|emp2,396,275,263,338,326
MSTRG.17888|atf7ip2,88,50,45,58,54
MSTRG.17889|grin2aa,314,192,187,190,177
MSTRG.17890|CR954963.2,0,0,0,0,0
MSTRG.17891|HAPSTR1,210,126,131,200,181
MSTRG.17892|ptx4,5,0,0,0,0
MSTRG.17893|si:ch211-157c3.4,194,110,93,96,140
MSTRG.17893,285,239,199,144,109
MSTRG.17892|usp7,1051,618,614,866,791
MSTRG.17894|clcn7,173,144,112,194,168
MSTRG.17895,0,0,0,0,0
MSTRG.17894,26,0,1,0,0
MSTRG.17896|arhgdig,554,361,330,399,380
MSTRG.17896,448,287,236,358,301
MSTRG.17897|eci1,362,263,208,217,180
MSTRG.17898|dnase1,11,0,11,0,0
MSTRG.17899|nat15,235,180,158,87,86
MSTRG.17900|carhsp1,255,132,173,141,125
MSTRG.17900,106,59,25,39,35
MSTRG.17901,170,134,141,157,108
MSTRG.17902|abat,2105,1402,1363,1750,1637
MSTRG.17902,2,1,1,2,0
MSTRG.17903|mettl22,0,26,0,0,2
MSTRG.17903,88,32,57,29,19
ENSDARG00000038089|TMEM114,0,0,8,0,0
MSTRG.17904|rbfox1,1119,576,690,374,291
MSTRG.17904,85,192,35,27,35
MSTRG.17905|CR792426.1,0,0,0,0,0
MSTRG.17906|sept12,405,242,234,340,162
MSTRG.17908|CR792438.2,0,0,0,0,0
MSTRG.17909|CR792438.1,0,0,0,0,0
MSTRG.17906,56,28,44,11,173
MSTRG.17907|fbxl16,321,171,172,190,170
MSTRG.17910|gsg1l,44,36,29,32,28
MSTRG.17910,18,0,10,0,0
MSTRG.17911|BX510989.1,0,0,0,0,0
MSTRG.17913|flr,140,89,81,74,54
MSTRG.17915|BX510989.3,0,0,0,0,0
MSTRG.17916|alg1,80,48,51,24,24
MSTRG.17918|BX510989.2,0,0,0,0,0
MSTRG.17912|si:ch211-76l23.4,244,161,132,76,62
MSTRG.17914|C3H16orf89,1,3,2,2,3
MSTRG.17916,10,0,0,0,0
MSTRG.17917|eef2kmt,36,21,22,17,8
MSTRG.17919|lgals1l1,298,209,176,166,157
MSTRG.17920|lgals2a,274,163,123,146,127
MSTRG.17921|cacna1ia,58,29,26,29,26
MSTRG.17922|BX005369.1,0,0,0,0,0
MSTRG.17923|BX005369.2,0,0,0,0,0
MSTRG.17924|grap2a,20,0,0,10,9
MSTRG.17925|fam83fa,31,0,20,12,14
ENSDARG00000038011|cyth4a,0,5,0,0,0
MSTRG.17926|rac2,332,203,202,235,235
ENSDARG00000014477|sstr3,13,10,7,9,10
MSTRG.17927|eif3d,4448,2756,2620,4338,3865
MSTRG.17928|sult3st1,0,0,8,3,25
MSTRG.17928|BX571960.2,101,57,78,28,0
MSTRG.17928,52,46,0,0,0
MSTRG.17929|CT573429.1,73,36,35,18,16
ENSDARG00000073718|si:ch73-233k15.2,21,13,11,12,16
ENSDARG00000096250|CT573429.2,3,0,0,0,0
MSTRG.17932|BX901883.6,0,0,0,0,0
MSTRG.17933|BX901883.5,0,0,0,0,0
MSTRG.17930|BX901883.4,27,20,18,32,23
MSTRG.17931|cacng2a,180,131,105,146,139
MSTRG.17934|rpl3,38106,22730,21657,18677,17478
MSTRG.17935|BX901883.1,2,0,0,2,1
MSTRG.17934|SNORD83A,2,1,4,5,2
MSTRG.17936,196,190,174,148,19
MSTRG.17936|slc25a39,135,18,38,138,230
MSTRG.17937|BX901883.7,0,0,0,0,0
MSTRG.17938|rpl27,12034,7534,7035,6595,5957
MSTRG.17939|RUNDC1,70,37,49,48,41
MSTRG.17939,1,0,0,3,5
MSTRG.17940|grna,66,39,52,17,16
MSTRG.17941|BX901883.3,0,0,0,0,0
MSTRG.17942|ifi35,40,31,27,25,22
MSTRG.17943|bcat2,587,308,345,454,386
MSTRG.17943,0,62,0,0,0
MSTRG.17944|hsd17b14,91,77,76,82,67
MSTRG.17945|kcna7,92,57,39,79,61
MSTRG.17946|CU914602.1,9,0,0,5,0
MSTRG.17947,62,33,45,33,26
MSTRG.17948|ppfia3,558,356,350,381,365
MSTRG.17948,0,0,0,22,0
MSTRG.17949|nucb1,243,158,152,199,183
MSTRG.17949,120,90,76,118,119
ENSDARG00000019741|ccndx,0,0,0,6,4
MSTRG.17950|tbc1d17,269,174,160,292,244
MSTRG.17951|akt1s1,1365,882,885,913,814
MSTRG.17952|zgc:195001,540,348,325,392,371
MSTRG.17953|emc10,421,228,235,250,263
MSTRG.17954|BX649540.1,36,59,57,56,71
MSTRG.17955|mybpc2a,183,207,192,170,161
MSTRG.17955|CR936968.1,0,0,0,0,0
MSTRG.17955,254,0,0,0,0
ENSDARG00000096420|CR936968.2,6,7,7,7,6
MSTRG.17956|lrrc4ba,56,38,31,37,30
MSTRG.17957|med25,65,4,59,8,70
MSTRG.17957,70,75,13,74,14
MSTRG.17958|syt3,142,87,89,92,82
MSTRG.17959|si:ch211-51c14.1,136,80,72,72,74
MSTRG.17960|BX682556.3,4,4,0,5,4
MSTRG.17960|BX682556.1,1,0,1,1,1
MSTRG.17961,48,35,40,21,18
MSTRG.17962,84,53,53,36,34
MSTRG.17963,5,5,4,4,4
MSTRG.17965|BX682556.2,0,0,0,0,0
MSTRG.17964|shank1,73,52,45,30,21
MSTRG.17966|kmt5c,307,171,137,231,253
MSTRG.17966|ppp1caa,802,570,537,628,560
MSTRG.17967|cldni,855,538,549,426,420
MSTRG.17968|coro1a,93,61,46,25,26
MSTRG.17969|paqr4a,28,23,19,20,26
ENSDARG00000060662|prf1.9,4,0,3,0,0
ENSDARG00000030394|prf1.1,0,0,0,0,0
ENSDARG00000091783|si:dkeyp-71f10.5,0,0,0,0,0
MSTRG.17970,4,0,0,0,1
MSTRG.17971|cox6a2,66,37,32,0,15
MSTRG.17972|armc5,73,44,46,26,25
MSTRG.17973|si:dkey-66i24.7,17,14,13,13,13
MSTRG.17974|elob,581,361,349,467,442
MSTRG.17974|ELOB,0,0,0,0,0
MSTRG.17975|zgc:153292,28,24,12,6,17
MSTRG.17975,0,0,0,16,0
ENSDARG00000088084|si:dkey-66i24.8,0,4,5,3,0
ENSDARG00000096689|si:dkey-66i24.9,5,3,2,0,0
MSTRG.17976|BX004999.1,0,7,0,5,0
MSTRG.17977|arl6ip1,724,533,489,659,628
MSTRG.17978|smg1,864,559,531,711,266
MSTRG.17978,3,0,0,0,382
ENSDARG00000115545|clec19a,11,6,0,4,4
MSTRG.17979|syt17,0,0,0,0,0
MSTRG.17979,51,23,22,17,21
ENSDARG00000090900|apnl,4,0,0,0,0
ENSDARG00000106212|LO017965.1,0,0,0,0,0
MSTRG.17980|c1ql3b,62,45,28,24,25
MSTRG.17981|ccdc43,121,73,64,67,53
ENSDARG00000090664|moto,0,0,0,0,0
MSTRG.17982|fzd2,782,521,503,593,587
MSTRG.17983|mylk5,627,75,352,442,408
MSTRG.17983,0,284,0,0,12
MSTRG.17984|ccdc47,671,436,422,963,859
MSTRG.17985,375,0,0,0,0
MSTRG.17985|dcaf7,1071,898,857,1353,1243
MSTRG.17986|kcnh6a,73,46,41,100,89
MSTRG.17986,0,0,2,2,0
ENSDARG00000113428|BX324157.1,0,0,0,0,0
MSTRG.17987|gfap,1893,1182,1067,1766,1646
MSTRG.17988|map3k3,209,142,119,184,157
MSTRG.17989,77,62,71,51,43
MSTRG.17992|BX324157.2,0,0,0,0,0
MSTRG.17990,191,134,125,95,89
MSTRG.17991|limd2,181,119,112,109,85
ENSDARG00000016908|zp3e,0,0,0,0,0
MSTRG.17993,0,246,0,0,209
MSTRG.17993|ddx42,425,35,266,255,41
MSTRG.17994|strada,212,128,96,120,102
MSTRG.17995|rnf113a,99,79,62,109,102
MSTRG.17996|snrnp70,956,641,576,851,702
MSTRG.17997|lin7b,276,196,164,162,166
ENSDARG00000076745|zgc:193811,11,0,0,0,0
MSTRG.17998|kcnc3a,203,132,67,31,37
MSTRG.17998,412,298,350,274,269
MSTRG.17999|baxb,17,17,21,15,0
MSTRG.18000|aldh16a1,258,187,165,145,128
MSTRG.18001|fthl27,72,219,301,137,809
MSTRG.18001,1211,682,510,1036,297
MSTRG.18001|fthl31,172,103,80,175,178
MSTRG.18001|fthl28,113,87,90,126,116
MSTRG.18001|fthl30,82,62,47,77,51
MSTRG.18001|fthl29,60,71,58,84,78
MSTRG.18002|fthl31,32,26,21,32,36
MSTRG.18001|BX511021.1,75,60,48,70,69
MSTRG.18003|syt5a,375,267,267,235,229
MSTRG.18003,25,14,0,0,0
MSTRG.18004|tnnt1,114,59,57,24,29
MSTRG.18004,0,0,0,35,0
MSTRG.18005|pih1d1,61,44,0,16,0
ENSDARG00000097646|BX511021.2,0,0,0,0,0
ENSDARG00000117436|BX511021.4,0,0,0,0,0
MSTRG.18006|cpt1cb,102,73,60,62,52
MSTRG.18007|si:dkey-16p21.7,398,279,229,363,334
MSTRG.18007,26,0,0,0,0
MSTRG.18008|si:dkey-16p21.8,2606,1446,1418,1638,1564
MSTRG.18009|prl,9,0,0,6,0
MSTRG.18010|prmt1,1606,1048,936,3365,3125
MSTRG.18011|ap2a1,116,56,2,75,60
MSTRG.18011,1909,1213,1175,1266,1235
MSTRG.18012|si:ch211-195b15.8,433,269,249,264,293
MSTRG.18013|rras,281,181,180,293,245
MSTRG.18014|prrg2,82,61,58,67,64
MSTRG.18015,1,1,1,6,284
MSTRG.18015|prr12b,877,583,544,898,524
MSTRG.18016|si:ch211-195b15.7,35,19,28,10,20
