gene_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
MSTRG.28231,84,51,63,50,44
MSTRG.28232,251,166,145,179,167
MSTRG.28233,8,5,5,6,4
MSTRG.28234,6,5,0,2,0
MSTRG.28235,130,79,77,141,112
MSTRG.28236,328,197,173,123,122
MSTRG.28237,5,3,3,0,1
MSTRG.28238,3473,2313,2151,2196,1956
MSTRG.28239,783,449,436,372,327
MSTRG.26030,34,23,23,35,37
MSTRG.26031,203,136,120,215,222
MSTRG.26032,7,6,6,6,9
MSTRG.26033,8,5,5,5,0
MSTRG.26034,14,6,5,8,8
MSTRG.26035,46,21,18,28,27
MSTRG.26036,38,31,37,37,34
MSTRG.26037,31,24,22,29,23
MSTRG.26038,76,36,36,50,56
MSTRG.26039,29,16,13,14,15
MSTRG.26040,41,21,25,24,17
MSTRG.26041,46,26,24,48,35
MSTRG.26042,18,9,10,14,11
MSTRG.26043,62,38,47,22,24
MSTRG.26044,31,19,18,21,24
MSTRG.26045,65,39,44,57,60
MSTRG.26046,104,76,65,61,59
MSTRG.26047,78,44,40,68,63
MSTRG.28071,127,85,72,82,87
MSTRG.28072,22,0,11,16,14
MSTRG.28073,23,17,16,20,17
MSTRG.28074,249,175,158,186,168
MSTRG.28075,29,18,14,21,17
MSTRG.28076,36,32,26,8,8
MSTRG.28077,7,0,7,0,4
MSTRG.28078,3,2,0,0,4
MSTRG.28079,44,31,27,43,38
MSTRG.32878,73,53,55,46,44
MSTRG.32879,52,26,32,22,23
MSTRG.32880,9,10,5,0,0
MSTRG.30949,31,24,12,14,24
MSTRG.30950,5,5,3,4,5
MSTRG.30951,41,29,26,31,27
MSTRG.30952,21,13,12,18,13
MSTRG.30953,30,14,19,22,22
MSTRG.30954,12,5,3,6,11
MSTRG.30955,50,42,48,50,49
MSTRG.30956,79,59,50,82,58
MSTRG.32815,27,20,23,31,19
MSTRG.32816,26,20,16,24,25
MSTRG.32817,30,22,16,24,19
MSTRG.32818,14,11,10,10,7
MSTRG.32819,135,88,76,122,102
MSTRG.32820,39,16,20,17,28
MSTRG.32821,88,50,46,83,73
MSTRG.32822,253,155,153,201,189
MSTRG.29911,28,22,17,14,14
MSTRG.29912,1021,645,592,632,562
MSTRG.29914,0,0,0,0,4
MSTRG.29913,10,0,5,11,7
MSTRG.29915,0,2,0,4,3
MSTRG.29916,5,3,4,0,0
MSTRG.29917,52,34,39,34,30
MSTRG.29918,25,17,18,31,27
MSTRG.29919,88,49,44,61,56
MSTRG.29920,52,32,43,55,52
MSTRG.31641,1361,894,839,721,620
MSTRG.31642,154,103,85,178,174
MSTRG.31643,6,5,8,5,0
MSTRG.31644,11,6,12,9,0
MSTRG.31645,14,15,10,8,7
MSTRG.31646,10,9,6,5,4
MSTRG.31647,28,15,15,7,9
MSTRG.31648,42,40,34,60,46
MSTRG.31649,89,61,60,73,67
MSTRG.31650,6,2,0,0,0
MSTRG.31651,2303,1467,1368,1454,1332
MSTRG.26829,340,200,213,290,262
MSTRG.27584,23,11,14,17,10
MSTRG.27585,59,30,31,39,46
MSTRG.27586,335,232,201,187,167
MSTRG.27587,25,13,12,19,20
MSTRG.27588,7,9,4,11,7
MSTRG.27589,7,0,0,0,2
MSTRG.27590,15,17,11,13,13
MSTRG.27591,29,21,20,20,21
MSTRG.27592,9,5,11,0,4
MSTRG.27593,4,0,3,4,0
MSTRG.27594,11,7,0,4,4
MSTRG.27595,6,0,4,0,0
MSTRG.27596,18,14,10,0,5
MSTRG.31301,66,43,42,41,40
MSTRG.31302,13,0,6,13,11
MSTRG.31303,7,0,3,0,0
MSTRG.31304,10,0,0,0,0
MSTRG.31305,5,0,4,0,0
MSTRG.31306,8,0,6,0,0
MSTRG.31335,115,67,62,110,110
MSTRG.31336,16,6,8,14,17
MSTRG.31337,38,34,33,35,38
MSTRG.31338,103,74,67,114,92
MSTRG.31339,18,14,13,17,23
MSTRG.31340,36,32,27,31,37
MSTRG.31341,13,11,11,10,8
MSTRG.31342,11,8,7,4,4
MSTRG.31343,6,0,5,4,0
MSTRG.30700,9,7,5,12,8
MSTRG.30701,24,13,14,18,16
MSTRG.30702,21,19,16,22,20
MSTRG.30703,17,12,15,10,17
MSTRG.30704,63,52,44,48,50
MSTRG.30705,3,6,0,0,0
MSTRG.30706,21,7,6,6,3
MSTRG.30707,5,3,0,2,0
MSTRG.30708,76,57,54,233,198
MSTRG.30709,73,43,46,40,34
MSTRG.30710,36,16,16,21,18
MSTRG.30711,30,19,15,20,15
MSTRG.30712,6,0,0,0,0
MSTRG.30713,5,0,0,0,0
MSTRG.30714,12,7,9,5,9
MSTRG.30715,12,14,8,13,13
MSTRG.30716,38,22,16,28,32
MSTRG.30717,32,20,21,25,20
MSTRG.30718,27,15,16,13,14
MSTRG.30719,13,0,10,9,6
MSTRG.30720,6,8,8,0,5
MSTRG.30721,45,30,26,36,31
MSTRG.30722,36,25,23,30,22
MSTRG.30723,19,15,14,36,32
MSTRG.30724,29,14,12,29,28
MSTRG.30725,12,9,7,12,8
MSTRG.30726,6,7,6,7,6
MSTRG.30727,28,15,15,23,20
MSTRG.29477,8,5,0,0,0
MSTRG.29478,16,12,12,7,12
MSTRG.29479,64,34,39,33,33
MSTRG.29480,86,56,50,66,55
MSTRG.29481,6,3,3,0,0
MSTRG.29482,4,4,6,0,0
MSTRG.29483,4,0,4,0,0
MSTRG.29484,346,252,228,200,195
MSTRG.29485,3118,1750,1612,2305,2159
MSTRG.31317,43,33,30,43,38
MSTRG.29138,45,23,33,46,48
MSTRG.29139,13,0,9,19,14
MSTRG.29140,67,37,31,56,62
MSTRG.29141,103,62,60,41,44
MSTRG.29142,98,72,58,42,35
MSTRG.29143,16,11,12,20,18
MSTRG.29144,0,3,2,5,5
MSTRG.29246,85,56,45,63,55
MSTRG.29247,14,9,12,13,8
MSTRG.29248,12,10,8,11,6
MSTRG.29249,16,14,12,31,21
MSTRG.29250,467,296,274,413,374
MSTRG.28188,55,28,26,35,32
MSTRG.28189,15,11,7,13,7
MSTRG.28190,12,6,7,8,6
MSTRG.28191,0,6,3,2,4
MSTRG.28192,6,6,3,3,0
MSTRG.28193,396,258,249,311,264
MSTRG.28194,363,226,204,175,177
MSTRG.28195,36,23,20,33,31
MSTRG.28020,11,0,7,12,7
MSTRG.28021,9,0,0,0,0
MSTRG.33061,26,19,31,19,17
MSTRG.33062,143,91,83,93,79
MSTRG.31511,14,14,11,15,10
MSTRG.31512,23,14,14,12,14
MSTRG.31513,39,29,30,26,22
MSTRG.31514,43,20,26,16,14
MSTRG.31515,15,5,7,5,0
MSTRG.31516,0,5,7,0,2
MSTRG.31517,1715,865,815,778,737
MSTRG.31518,3041,1844,1744,1568,1459
MSTRG.31519,18,19,13,27,25
MSTRG.31520,14,11,10,11,16
MSTRG.31521,115,69,65,78,84
MSTRG.31522,26,16,16,21,16
MSTRG.26994,36,24,25,23,32
MSTRG.26995,17,9,9,17,10
MSTRG.26996,0,5,5,7,6
MSTRG.26997,50,28,30,51,36
MSTRG.26998,79,59,55,77,66
MSTRG.26999,98,57,57,70,82
MSTRG.32809,129,82,91,117,101
MSTRG.32810,112,51,53,67,63
MSTRG.32811,452,240,230,279,275
MSTRG.32812,60,36,32,41,37
MSTRG.32813,8,5,5,6,7
MSTRG.32814,41,28,27,26,25
MSTRG.26356,20,9,16,13,9
MSTRG.26357,276,214,180,302,310
MSTRG.26358,9,5,0,3,2
MSTRG.26359,7,7,0,6,4
MSTRG.26360,20,13,6,8,7
MSTRG.26361,119,77,61,106,104
MSTRG.26362,5,5,3,5,4
MSTRG.26363,12,10,7,8,4
MSTRG.26364,9,9,9,8,7
MSTRG.26365,144,88,79,176,171
MSTRG.26366,8,7,0,3,4
MSTRG.26367,56,46,41,41,37
MSTRG.29996,24,16,12,12,0
MSTRG.29997,16,12,11,9,8
MSTRG.29998,35,21,15,29,24
MSTRG.28140,14,8,10,10,10
MSTRG.28141,18,9,7,11,6
MSTRG.28142,26,14,10,29,19
MSTRG.28143,20,14,16,16,22
MSTRG.28144,17,14,12,15,14
MSTRG.28145,26,22,19,40,31
MSTRG.28146,40,24,20,38,40
MSTRG.28147,28,19,22,27,32
MSTRG.28148,0,4,0,0,0
MSTRG.28150,59,30,33,30,31
MSTRG.28149,41,38,38,27,22
MSTRG.28151,10,5,9,10,7
MSTRG.28152,11,6,15,5,0
MSTRG.28153,11,7,0,8,6
MSTRG.28154,4,0,0,3,0
MSTRG.28155,9,10,7,7,4
MSTRG.28156,103,51,57,69,65
MSTRG.31254,67,44,45,37,40
MSTRG.31255,72,38,42,9,15
MSTRG.31256,17,8,9,0,3
MSTRG.31257,25,7,11,5,0
MSTRG.31258,56,36,34,8,11
MSTRG.31259,99,55,47,22,18
MSTRG.31260,29,22,12,9,4
MSTRG.27482,3,4,3,5,4
MSTRG.27483,598,346,320,524,451
MSTRG.27484,137,79,81,111,106
MSTRG.27485,6,0,2,5,4
MSTRG.27486,12,7,0,0,0
MSTRG.27487,19,11,7,4,3
MSTRG.27488,10,7,0,6,0
MSTRG.31277,12,8,7,3,0
MSTRG.31278,7,0,0,0,2
MSTRG.31279,27,0,19,32,22
MSTRG.31280,15,15,5,6,5
MSTRG.31281,10,4,0,9,11
MSTRG.31282,9,6,0,0,7
MSTRG.31283,2,4,0,5,0
MSTRG.31284,7,3,6,5,6
MSTRG.27790,14,5,7,4,4
MSTRG.27791,82,53,58,77,64
MSTRG.27792,122,78,76,87,88
MSTRG.27793,41,24,27,31,35
MSTRG.27794,233,117,121,144,132
MSTRG.27795,53,20,20,30,33
MSTRG.27796,234,121,143,128,143
MSTRG.27797,28,19,17,20,21
MSTRG.27798,157,95,83,112,104
MSTRG.29543,41,26,30,21,18
MSTRG.29544,38,16,13,16,12
MSTRG.29545,101,52,54,85,73
MSTRG.29546,22,16,16,16,11
MSTRG.29547,134,70,75,83,80
MSTRG.29548,36,30,28,48,42
MSTRG.29549,143,77,78,54,46
MSTRG.29550,63,42,35,44,48
MSTRG.30045,12,6,8,13,8
MSTRG.30046,8,0,0,6,0
MSTRG.30047,25,18,17,17,12
MSTRG.30048,19,8,9,9,10
MSTRG.30049,10,6,9,0,5
MSTRG.26600,413,270,254,318,296
MSTRG.25749,29,13,21,33,33
MSTRG.25750,7,3,3,4,2
MSTRG.25751,14,8,5,8,6
MSTRG.25752,146,105,99,71,62
MSTRG.25753,38,23,23,46,50
MSTRG.25754,32,27,17,12,13
MSTRG.25755,9,4,5,3,3
MSTRG.25756,9,5,8,4,3
MSTRG.25757,144,77,79,94,85
MSTRG.25758,37,22,26,57,41
MSTRG.25759,127,80,75,186,179
MSTRG.30765,0,6,0,0,0
MSTRG.30766,18,11,13,10,9
MSTRG.30767,6,0,0,3,0
MSTRG.29695,13,9,8,15,14
MSTRG.29696,20,11,12,24,26
MSTRG.29697,12,5,7,17,16
MSTRG.29698,25,19,15,21,20
MSTRG.29699,10,7,3,5,5
MSTRG.29700,36,21,15,18,29
MSTRG.29701,100,69,73,55,57
MSTRG.29702,17,15,7,14,11
MSTRG.29703,19,15,11,11,10
MSTRG.29704,21,18,16,12,11
MSTRG.29705,38,26,26,15,17
MSTRG.29706,41,25,22,18,15
MSTRG.29592,0,6,3,0,6
MSTRG.29593,42,31,27,29,21
MSTRG.29594,105,59,51,73,64
MSTRG.29595,15,13,11,13,14
MSTRG.29596,23,9,9,11,15
MSTRG.29597,55,33,23,26,30
MSTRG.29598,9,0,4,3,0
MSTRG.32160,9,0,5,0,0
MSTRG.32161,9,4,5,3,0
MSTRG.32162,4,0,3,0,0
MSTRG.32163,6,0,6,5,0
MSTRG.32164,63,36,35,52,51
MSTRG.32165,115,67,64,79,67
MSTRG.32166,17,6,9,17,19
MSTRG.32167,47,27,22,42,41
MSTRG.32168,34,22,21,26,19
MSTRG.32169,126,61,63,91,90
MSTRG.32170,0,6,0,5,0
MSTRG.32171,9,4,5,0,0
MSTRG.32172,31,13,18,9,8
MSTRG.32173,28,21,19,21,29
MSTRG.32174,11,7,9,10,13
MSTRG.32175,0,0,8,7,2
MSTRG.32176,0,5,0,0,3
MSTRG.32177,8,9,7,9,9
MSTRG.32178,4,2,3,0,4
MSTRG.32179,46,26,37,50,54
MSTRG.32180,13,7,7,10,8
MSTRG.32181,11,6,10,13,9
MSTRG.26368,10,4,7,15,12
MSTRG.26369,39,25,23,46,34
MSTRG.26370,42,21,20,47,45
MSTRG.26371,32,22,16,39,34
MSTRG.26372,73,51,40,83,86
MSTRG.26373,118,73,64,77,73
MSTRG.26374,212,118,124,173,174
MSTRG.26375,190,137,128,158,140
MSTRG.26376,38,16,13,24,19
MSTRG.26377,545,417,428,498,469
MSTRG.26378,261,162,166,166,169
MSTRG.26379,86,55,45,44,36
MSTRG.32201,6,0,4,6,0
MSTRG.32202,37,26,21,20,24
MSTRG.32203,28,13,12,20,15
MSTRG.32204,99,58,55,104,94
MSTRG.32205,26,14,15,24,16
MSTRG.29372,13,5,11,4,0
MSTRG.29373,8,8,7,3,3
MSTRG.29374,27,15,18,9,10
MSTRG.29375,18,13,12,8,9
MSTRG.29376,6,3,0,3,3
MSTRG.29377,30,19,19,44,35
MSTRG.29378,89,47,54,101,93
MSTRG.29379,36,29,20,22,15
MSTRG.26024,135,72,55,77,72
MSTRG.26025,15,10,10,7,5
MSTRG.26026,0,0,3,4,3
MSTRG.26027,0,0,0,4,0
MSTRG.26028,0,5,3,0,6
MSTRG.26029,5,0,2,4,3
MSTRG.27512,572,344,314,481,491
MSTRG.27511,19,13,10,12,13
MSTRG.27513,91,46,50,101,92
MSTRG.27514,40,28,20,35,43
MSTRG.27515,21,8,14,10,5
MSTRG.27516,103,62,51,119,108
MSTRG.27517,35,26,25,47,49
MSTRG.27518,37,14,16,54,47
MSTRG.26148,28,15,15,19,15
MSTRG.26149,136,88,77,66,57
MSTRG.26150,258,180,167,200,166
MSTRG.26151,63,35,36,32,29
MSTRG.26152,4,7,6,0,0
MSTRG.30118,30,18,30,33,29
MSTRG.30119,9,7,4,9,6
MSTRG.30120,55,40,34,30,28
MSTRG.30121,51,32,0,34,26
MSTRG.30122,46,32,29,36,32
MSTRG.28569,33,20,14,35,25
MSTRG.28570,209,128,123,169,165
MSTRG.28571,16,7,0,8,9
MSTRG.28572,43,35,39,22,16
MSTRG.28573,8,7,10,12,8
MSTRG.28574,67,33,39,28,30
MSTRG.28575,18,8,10,9,7
MSTRG.28576,0,0,1,4,3
MSTRG.28577,9,7,5,0,7
MSTRG.28578,20,11,13,15,16
MSTRG.31103,137,110,98,128,134
MSTRG.31104,60,37,45,49,64
MSTRG.31105,88,58,59,130,100
MSTRG.31106,13,11,10,0,0
MSTRG.31107,20,9,11,1,0
MSTRG.31061,13,10,8,7,5
MSTRG.31062,11,0,5,5,0
MSTRG.26499,51,34,32,32,27
MSTRG.26500,18,14,8,12,8
MSTRG.26501,56,24,25,25,23
MSTRG.26502,47,35,27,35,32
MSTRG.26503,75,47,57,82,70
MSTRG.26504,125,79,79,56,42
MSTRG.26505,4,2,0,2,1
MSTRG.26506,8,4,3,6,4
MSTRG.26461,23,12,16,11,11
MSTRG.26462,258,175,195,247,221
MSTRG.32961,115,87,80,35,33
MSTRG.32962,11,9,6,2,2
MSTRG.32963,42,15,18,24,18
MSTRG.32964,86,62,59,85,112
MSTRG.32965,11,6,5,0,8
MSTRG.32966,8,7,0,4,0
MSTRG.32967,224,147,141,300,257
MSTRG.32968,45,19,32,33,37
MSTRG.32969,193,110,102,133,131
MSTRG.32970,5,4,0,8,9
MSTRG.32971,7,6,0,7,10
MSTRG.32972,146,84,93,154,126
MSTRG.32973,36,23,20,23,12
MSTRG.32974,9,6,9,5,0
MSTRG.32975,14,5,9,0,8
MSTRG.32976,7,4,0,0,3
MSTRG.32977,9,7,5,4,5
MSTRG.32978,17,11,11,11,0
MSTRG.32979,82,54,43,38,37
MSTRG.32980,7,8,7,4,5
MSTRG.32981,88,57,55,64,55
MSTRG.32982,166,90,90,89,82
MSTRG.32438,12,7,7,0,0
MSTRG.32439,24,16,14,11,0
MSTRG.32440,21,18,16,21,21
MSTRG.32441,7,0,6,8,9
MSTRG.32442,62,50,33,62,61
MSTRG.32443,234,161,169,202,209
MSTRG.31063,9,5,0,9,8
MSTRG.31064,24,14,11,22,18
MSTRG.31065,16,11,6,18,13
MSTRG.31066,6,0,0,8,0
MSTRG.31067,6,3,4,6,4
MSTRG.31068,4,2,0,5,0
MSTRG.31069,59,36,35,22,29
MSTRG.31070,92,61,54,41,37
MSTRG.31071,4833,2943,2750,2524,2322
MSTRG.31984,5,4,4,7,5
MSTRG.31985,4,3,4,5,5
MSTRG.31986,8,0,5,7,6
MSTRG.31987,13,8,9,13,11
MSTRG.31988,10,8,6,7,8
MSTRG.31989,17,13,12,14,19
MSTRG.31990,6,4,0,6,7
MSTRG.31991,51,38,36,49,37
MSTRG.31992,21,15,18,16,15
MSTRG.31993,15,10,0,11,15
MSTRG.31994,26,19,15,32,24
MSTRG.31995,14,12,0,14,13
MSTRG.31996,11,4,7,9,9
MSTRG.31997,17,13,16,22,17
MSTRG.31998,43,29,28,46,41
MSTRG.31999,24,23,29,14,32
MSTRG.32000,5,0,0,0,0
MSTRG.32001,6,0,4,3,0
MSTRG.32002,6,3,0,9,5
MSTRG.32003,8,0,0,5,7
MSTRG.32004,11,5,0,4,8
MSTRG.32005,54,20,17,33,22
MSTRG.28442,4,7,0,3,4
MSTRG.28443,4,2,0,0,2
MSTRG.28444,44,38,29,40,51
MSTRG.28445,53,34,31,44,41
MSTRG.28953,5,6,5,0,5
MSTRG.28954,35,26,20,11,13
MSTRG.28956,0,6,9,3,0
MSTRG.28955,21,12,16,8,6
MSTRG.28957,21,13,0,0,8
MSTRG.28958,11,9,7,17,18
MSTRG.28960,0,0,3,6,0
MSTRG.28961,0,0,6,0,11
MSTRG.28959,7,10,8,0,8
MSTRG.28962,5,5,0,0,5
MSTRG.28963,17,11,9,12,12
MSTRG.28964,0,3,3,3,5
MSTRG.27709,7,0,9,0,0
MSTRG.27710,4,3,0,4,0
MSTRG.27711,7,4,2,5,5
MSTRG.27712,12,5,6,6,5
MSTRG.27713,13,3,4,6,6
MSTRG.27714,4,4,4,5,4
MSTRG.27715,12,7,9,8,8
MSTRG.27716,9,7,5,7,8
MSTRG.27717,14,7,8,11,13
MSTRG.27718,9,5,8,7,6
MSTRG.27719,0,0,0,0,4
MSTRG.27720,7,0,4,4,0
MSTRG.27721,385,217,188,374,315
MSTRG.27722,416,217,217,369,353
MSTRG.27723,13,5,6,5,5
MSTRG.28256,23,15,12,7,9
MSTRG.28257,11,4,5,6,7
MSTRG.28258,14,13,8,6,0
MSTRG.28259,13,10,9,7,6
MSTRG.28260,46,31,26,87,78
MSTRG.28261,8,5,0,0,0
MSTRG.28262,18,12,16,0,0
MSTRG.28263,17,9,14,8,11
MSTRG.28264,16388,9036,8513,7757,7196
MSTRG.28265,67,56,49,26,31
MSTRG.28266,5,0,3,0,0
MSTRG.28267,4,3,0,0,0
MSTRG.28268,494,288,288,322,326
MSTRG.28269,72,58,45,30,33
MSTRG.28270,15,8,0,6,4
MSTRG.29091,162,96,76,145,142
MSTRG.29090,126,73,67,101,97
MSTRG.29092,106,68,57,91,85
MSTRG.29093,8,0,5,8,3
MSTRG.29094,9,5,5,9,8
MSTRG.29095,15,0,4,10,6
MSTRG.29096,14,4,7,10,14
MSTRG.29097,93,68,54,148,136
MSTRG.29098,96,79,74,38,57
MSTRG.29099,20,14,10,9,11
MSTRG.29100,94,70,52,76,64
MSTRG.29101,116,61,57,60,52
MSTRG.29102,129,73,55,58,70
MSTRG.27605,475,275,257,479,441
MSTRG.27606,293,209,191,242,222
MSTRG.27607,7,0,3,0,3
MSTRG.27608,14,8,5,0,6
MSTRG.27609,51,23,27,32,32
MSTRG.27610,130,98,86,111,108
MSTRG.27611,9,5,0,9,6
MSTRG.27612,102,74,67,64,57
MSTRG.27613,8,7,3,0,0
MSTRG.27614,167,97,75,136,121
MSTRG.27615,26,16,10,15,21
MSTRG.27616,17,5,6,7,6
MSTRG.27617,29,19,10,17,16
MSTRG.27618,0,4,7,0,0
MSTRG.27619,80,41,47,41,26
MSTRG.27620,21,12,11,11,12
MSTRG.32389,28,12,18,12,12
MSTRG.32390,98,54,60,47,41
MSTRG.32391,159,99,106,57,63
MSTRG.26775,17,8,0,5,8
MSTRG.26776,15,10,7,5,6
MSTRG.26777,20,14,12,7,9
MSTRG.26778,28,14,12,18,19
MSTRG.26779,30,18,12,16,13
MSTRG.26780,10,8,4,12,12
MSTRG.26781,0,0,0,4,0
MSTRG.26782,92,62,64,89,70
MSTRG.26783,22,16,15,13,20
MSTRG.26784,41,29,26,31,31
MSTRG.26785,14,10,9,7,9
MSTRG.26786,66,47,49,60,53
MSTRG.26787,16,12,7,11,13
MSTRG.26788,30,25,18,26,20
MSTRG.26789,50,31,36,59,69
MSTRG.26790,31,25,18,26,24
MSTRG.26791,11,7,6,13,0
MSTRG.26792,13,9,8,14,11
MSTRG.26793,12,7,7,11,10
MSTRG.26794,5,0,0,2,3
MSTRG.26207,19,9,14,15,15
MSTRG.26208,6,3,0,8,4
MSTRG.26209,800,518,453,487,441
MSTRG.26210,170,121,95,169,145
MSTRG.26211,263,182,184,69,95
MSTRG.26212,35,24,24,19,16
MSTRG.26213,23,14,12,8,9
MSTRG.26214,26,15,17,11,13
MSTRG.26215,52,29,29,28,30
MSTRG.26216,32,19,20,22,16
MSTRG.29999,24,20,12,28,20
MSTRG.30000,16,15,17,27,22
MSTRG.30001,7,5,0,6,8
MSTRG.30002,54,45,34,52,58
MSTRG.30003,889,467,447,893,806
MSTRG.30004,511,277,252,501,447
MSTRG.30005,13,10,7,7,8
MSTRG.30006,8,0,0,4,2
MSTRG.30007,7,0,0,0,0
MSTRG.30008,79,52,51,43,43
MSTRG.30009,65,37,39,47,48
MSTRG.30010,51,26,26,33,29
MSTRG.30011,82,51,53,49,50
MSTRG.28343,18,10,11,13,13
MSTRG.28344,6,5,3,0,3
MSTRG.28345,8,5,2,7,9
MSTRG.28346,4,3,7,0,2
MSTRG.28347,46,35,31,32,26
MSTRG.28348,45,25,27,28,25
MSTRG.28349,16,12,11,11,10
MSTRG.27974,9,0,0,0,0
MSTRG.27975,22,16,11,7,5
MSTRG.27976,14,12,13,5,5
MSTRG.27977,52,29,27,22,25
MSTRG.27978,231,181,143,167,168
MSTRG.27979,145,94,92,84,91
MSTRG.27980,17,16,14,9,0
MSTRG.27981,51,31,30,24,29
MSTRG.27982,18,15,9,10,11
MSTRG.27983,17,11,9,6,9
MSTRG.27984,12,16,0,8,8
MSTRG.27985,107,71,68,56,48
MSTRG.27986,6,4,3,0,6
MSTRG.27987,15,0,6,5,9
MSTRG.25432,31,25,30,32,28
MSTRG.25433,6,0,0,5,4
MSTRG.25434,72,55,48,56,51
MSTRG.25435,12,11,9,14,14
MSTRG.25436,127,75,71,103,102
MSTRG.25437,40,24,20,40,29
MSTRG.25438,12,6,9,11,11
MSTRG.25439,30,14,16,26,23
MSTRG.31307,6,5,0,11,16
MSTRG.31308,13,7,5,13,17
MSTRG.31309,22,13,12,20,17
MSTRG.31310,19,10,6,18,17
MSTRG.31311,55,35,32,56,51
MSTRG.31312,169,96,71,121,116
MSTRG.31313,8,6,8,12,11
MSTRG.31314,13,8,8,13,10
MSTRG.31315,73,41,40,61,64
MSTRG.31316,187,116,98,187,163
MSTRG.29278,11,8,7,8,6
MSTRG.29279,69,45,42,38,38
MSTRG.29280,25,19,14,17,13
MSTRG.29281,8,6,6,0,7
MSTRG.29282,68,49,44,48,37
MSTRG.29283,25,15,18,13,11
MSTRG.29284,45,45,40,37,29
MSTRG.29285,202,130,123,92,84
MSTRG.29286,124,82,70,104,104
MSTRG.29287,168,93,99,216,169
MSTRG.29288,19,10,10,12,7
MSTRG.29289,13,9,11,10,10
MSTRG.29290,18,11,12,8,9
MSTRG.29291,10,6,9,9,7
MSTRG.29292,22,16,12,27,30
MSTRG.26108,124,81,81,123,101
MSTRG.26109,293,179,166,229,214
MSTRG.26110,28,24,23,24,18
MSTRG.26111,51,31,31,36,31
MSTRG.26112,77,64,55,36,34
MSTRG.26113,62,68,55,41,34
MSTRG.26114,46,42,36,50,41
MSTRG.26115,477,346,324,489,464
MSTRG.26116,14,6,0,13,13
MSTRG.30768,7,6,6,5,7
MSTRG.30769,18,16,9,14,12
MSTRG.30770,8,0,6,0,4
MSTRG.30771,32,21,17,18,18
MSTRG.30772,9,6,9,7,6
MSTRG.30210,15,7,9,12,8
MSTRG.30211,22,15,12,11,16
MSTRG.30212,166,112,112,106,111
MSTRG.30213,15,6,12,8,9
MSTRG.30214,34,21,19,12,9
MSTRG.30215,9,9,7,5,0
MSTRG.30216,42,23,28,12,13
MSTRG.30217,56,27,19,34,34
MSTRG.30218,89,52,62,75,73
MSTRG.27956,0,4,0,0,3
MSTRG.27957,0,0,2,4,0
MSTRG.31295,38,30,22,25,19
MSTRG.31296,28,34,32,27,14
MSTRG.31297,4,0,1,3,2
MSTRG.31298,13,6,6,3,4
MSTRG.31299,7,5,0,0,5
MSTRG.31300,125,69,64,45,47
MSTRG.28041,197,115,104,135,109
MSTRG.28042,173,120,115,324,307
MSTRG.28043,58,38,38,57,57
MSTRG.28044,5,0,0,0,0
MSTRG.31913,90,61,51,52,62
MSTRG.30850,18,12,11,14,19
MSTRG.30851,4638,3542,3425,3390,3199
MSTRG.30852,6,3,0,9,4
MSTRG.30853,185,118,114,135,121
MSTRG.30854,47,32,31,37,26
MSTRG.30855,125,75,65,79,80
MSTRG.30856,79,63,53,77,59
MSTRG.30857,279,154,162,201,188
MSTRG.30858,39,22,24,24,26
MSTRG.30859,156,113,96,196,181
MSTRG.27770,14,10,10,7,7
MSTRG.27771,14,9,11,11,0
MSTRG.27772,41,31,27,35,42
MSTRG.27773,18,17,11,14,16
MSTRG.27774,10,6,5,0,6
MSTRG.27775,127,86,69,63,64
MSTRG.29183,308,181,156,242,230
MSTRG.29184,21,13,11,12,12
MSTRG.29185,45,30,25,26,22
MSTRG.29186,7,6,7,5,9
MSTRG.29187,4,3,0,4,3
MSTRG.29188,23,19,18,15,15
MSTRG.29189,16,10,14,8,11
MSTRG.29190,134,71,89,139,123
MSTRG.29191,11,3,3,4,4
MSTRG.29192,9,2,4,0,2
MSTRG.29193,0,5,0,0,0
MSTRG.29194,3,1,4,0,0
MSTRG.29195,8,11,4,0,1
MSTRG.29196,28,12,16,0,4
MSTRG.29197,11,6,8,8,6
MSTRG.29198,15,6,5,10,12
MSTRG.29199,61,53,47,19,23
MSTRG.29200,36,23,20,18,23
MSTRG.29201,200,132,125,99,91
MSTRG.25726,24,19,16,13,9
MSTRG.25727,127,76,83,80,71
MSTRG.25728,8,4,3,0,0
MSTRG.25729,44,28,26,23,25
MSTRG.25730,58,36,36,35,40
MSTRG.25731,7,12,7,0,10
MSTRG.25732,73,51,40,46,39
MSTRG.32329,97,63,65,19,14
MSTRG.32330,2,5,0,2,2
MSTRG.32331,7,4,6,4,5
MSTRG.32332,0,3,4,0,0
MSTRG.32333,6,7,0,0,0
MSTRG.32334,38,28,25,9,13
MSTRG.32335,16,19,17,8,4
MSTRG.32336,32,17,15,30,23
MSTRG.32337,0,2,0,6,0
MSTRG.32338,7,4,5,4,7
MSTRG.32339,7,3,3,4,7
MSTRG.32340,4,2,2,0,3
MSTRG.32341,123,89,72,70,63
MSTRG.29849,14,17,12,8,11
MSTRG.29850,89,58,59,54,57
MSTRG.29851,51,35,32,37,31
MSTRG.29852,8,7,3,5,0
MSTRG.29853,9,0,0,0,2
MSTRG.29854,6,6,7,6,5
MSTRG.29855,20,0,8,11,5
MSTRG.29856,6,5,6,8,4
MSTRG.29857,6,3,0,4,0
